aor|apprehension_landmark|n
ATL|NEW HANOVER COUNTY JAIL|216
ATL|NEW HANOVER COUNTY, NC|6
ATL|NEWBERRY, SC|150
ATL|NEWTON COUNTY, GA|13
ATL|NORCROSS, GA|213
ATL|NORMAN PARK, GA|4
ATL|NORTH-HAMPTON COUNTY JAIL|2
ATL|OAK GENERAL AREA, NON-SPECIFIC|2
ATL|OAKWOOD, GA|3
ATL|OCILLA, GA|11
ATL|OCONEE COUNTY|42
ATL|OCONEE COUNTY, GA|11
ATL|OGLETHORPE COUNTY, GA|7
ATL|OMEGA, GA|3
ATL|ONSLOW COUNTY FUGITIVE OPERATIONS|3
ATL|ONSLOW COUNTY JAIL|24
ATL|ONSLOW COUNTY, NC|7
ATL|ORANGE COUNTY FUGITIVE OPERATIONS|45
ATL|ORANGE COUNTY JAIL|32
ATL|ORANGEBURG COUNTY, SC|29
ATL|ORANGEBURG-CALHOUN REGIONAL DETENTION CENTER|18
ATL|ORL - CENTRAL FLORIDA RECEPTION CENTER FL DOC|2
ATL|ORL GENERAL AREA, NON-SPECIFIC|1
ATL|PAGELAND, SC|1
ATL|PALMETTO, GA|2
ATL|PAMLICO COUNTY JAIL|13
ATL|PASQUOTANK COUNTY JAIL|10
ATL|PAULDING COUNTY, GA|9
ATL|PEACH COUNTY JAIL, GA|8
ATL|PEACHTREE CITY, GA|1
ATL|PENDER COUNTY FUGITIVE OPERATIONS|1
ATL|PENDER COUNTY JAIL|11
ATL|PENDER COUNTY PROBATION BURGAW, NC|5
ATL|PENDER DOC|9
ATL|PERRY, GA|2
ATL|PERSON COUNTY FUGITIVE OPERATIONS|3
ATL|PERSON COUNTY JAIL|15
ATL|PICKENS COUNTY|40
ATL|PICKENS COUNTY, GA|4
ATL|PIEDMONT REGIONAL JAIL-VA|1
ATL|PIERCE COUNTY, GA|14
ATL|PIKE COUNTY, GA|2
ATL|PIKENS COUNTY, SC|2
ATL|PITT COUNTY FUGITIVE OPERATIONS|20
ATL|PITT COUNTY JAIL|96
ATL|POLK COUNTY JAIL|1
ATL|POLK COUNTY, GA|19
ATL|POLK COUNTY, NC|1
ATL|POWDER SPRINGS, GA|6
ATL|PULASKI COUNTY JAIL, GA|6
ATL|PUTNAM COUNTY, GA|7
ATL|RABUN COUNTY, GA|17
ATL|RANDOLPH COUNTY JAIL|44
ATL|RANDOLPH COUNTY JAIL, NC|2
ATL|RANDOLPH COUNTY, GA|8
ATL|RANDOLPH COUNTY, NC|4
ATL|RDU GENERAL AREA, NON-SPECIFIC|440
ATL|RDU GENERAL AREA, WAKE 287G|4
ATL|REIDSVILLE, GA|3
ATL|REIDSVILLE, NC|6
ATL|RENTZ, GA|1
ATL|RICHLAND COUNTY PROBATION & PAROLE OFFICE|4
ATL|RICHLAND COUNTY, SC|307
ATL|RICHMOND COUNTY JAIL|4
ATL|RICHMOND COUNTY, NC|4
ATL|RICMOND COUNTY, GA|28
ATL|RIDGELAND CORRECTIONAL INSTITUTION|42
ATL|RINGGOLD, GA|8
ATL|RIVERDALE MUNICIPAL PROBATION|2
ATL|RIVERDALE, GA|19
ATL|ROBESON CO PROBATION 117 W 5TH ST LUMBERTON|1
ATL|ROBESON COUNTY FUGITIVE OPERATIONS|14
ATL|ROBESON COUNTY JAIL|111
ATL|ROBESON COUNTY, NC|1
ATL|ROCKDALE COUNTY, GA|35
ATL|ROCKINGHAM COUNTY JAIL|44
ATL|ROCKINGHAM COUNTY, NC|1
ATL|ROCKINGHAM, NC|8
ATL|ROCKMART, GA|1
ATL|ROME PROBATION OFFICE|1
ATL|ROME, GA|40
ATL|ROSWELL MUNICIPAL PROBATION|4
ATL|ROSWELL, GA|46
ATL|ROSWELL, NM SUB-OFFICE, NM|3
ATL|ROWAN CO PROBATION 122 E KERR ST SALISBURY|1
ATL|ROWAN COUNTY JAIL|49
ATL|ROWAN COUNTY, NC|10
ATL|ROYSTON, GA|1
ATL|RUTHERFORD COUNTY JAIL|7
ATL|RUTHERFORD COUNTY, NC|2
ATL|SALUDA COUNTY, SC|9
ATL|SALUDA, SC|105
ATL|SAMPSON COUNTY FUGITIVE OPERATIONS|22
ATL|SAMPSON COUNTY JAIL|101
ATL|SAMPSON COUNTY PROBATION CLINTON NC|2
ATL|SANDERSVILLE, GA|1
ATL|SANDY SPRINGS, GA|15
ATL|SAV GENERAL AREA, NON-SPECIFIC|491
ATL|SAVANNAH, GA|56
ATL|SC DEPT. OF CORRECTIONS ALLENDALE CORRECTIONAL INSTITUTION|1
ATL|SC DEPT. OF CORRECTIONS MCDOUGALL CORRECTIONAL INSTITUTION|4
ATL|SC DEPT. OF CORRECTIONS RIDGELAND CORRECTIONAL INSTITUTION|5
ATL|SC DEPT. OF CORRECTIONS TURBEVILLE CORRECTIONAL INSTITUTION|3
ATL|SC INTEROPERABILITY LAFO|1
ATL|SCOTLAND COUNTY JAIL|1
ATL|SCREVEN, GA|1
ATL|SEMINOLE COUNTY JAIL, GA|4
ATL|SENOIA, GA|2
ATL|SMYRNA MUNICIPAL PROBATION|6
ATL|SMYRNA, GA (COBB COUNTY)|62
ATL|SMYRNA, GA (MORGAN COUNTY)|2
ATL|SNELLVILLE, GA|8
ATL|SOPERTON, GA|1
ATL|SOUTH CAROLINA DEPARTMENT OF CORRECTIONS|95
ATL|SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)|3
ATL|SPALDING COUNTY, GA|8
ATL|SPARTA, NC|5
ATL|SPARTANBURG COUNTY|273
ATL|SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE|1
ATL|SPARTANBURG COUNTY DETENTION CENTER|1
ATL|SPARTANBURG COUNTY PROBATION & PAROLE OFFICE|3
ATL|SPARTANBURG, SC|18
ATL|SPRINGFIELD, GA (EFFINGHAM COUNTY)|2
ATL|STANLEY COUNTY JAIL|5
ATL|STANLEY COUNTY, NC|4
ATL|STEPHENS COUNTY, GA|3
ATL|STEWART DETENTION CENTER|2
ATL|STEWART DETENTION CENTER REPROCESSING|14
ATL|STG GENERAL AREA, NON-SPECIFIC|1278
ATL|STOCKBRIDGE, GA|7
ATL|STOKES COUNTY, NC|5
ATL|STONE MOUNTAIN, GA|28
ATL|STUART-VCAS|2
ATL|SUGAR HILL, GA (GWINNETT COUNTY)|2
ATL|SUMMERVILLE, GA|1
ATL|SUMTER COUNTY JAIL, GA|32
ATL|SUMTER COUNTY, SC|61
ATL|SURRY COUNTY JAIL|21
ATL|SURRY COUNTY, NC|3
ATL|SUWANEE, GA|2
ATL|SWAIN COUNTY JAIL|1
ATL|SWAIN COUNTY, NC|1
ATL|TABOR DOC|54
ATL|TAL GENERAL AREA, NON-SPECIFIC|3
ATL|TAL-NORTHWEST FLORIDA RECEPTION CENTER|1
ATL|TALIAFERRO COUNTY, GA|2
ATL|TAM GENERAL AREA, NON-SPECIFIC|1
ATL|TATTNALL COUNTY, GA|12
ATL|TAYLOR COUNTY, GA|1
ATL|TELFAIR COUNTY SHERIFFS, GA|2
ATL|TELFAIR COUNTY, GA|2
ATL|TEMPLE, GA|1
ATL|TERRELL COUNTY JAIL, GA|4
ATL|TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO|7
ATL|THOMAS COUNTY JAIL, GA|3
ATL|THOMAS COUNTY, GA|1
ATL|THOMASTON, GA|3
ATL|THOMASVILLE, GA (THOMAS COUNTY)|1
ATL|THOMASVILLE, NC|10
ATL|THOMSON, GA|1
ATL|TIFT COUNTY JAIL, GA|33
ATL|TIFT COUNTY, GA|4
ATL|TIFTON, GA|1
ATL|TOCCOA, GA|2
ATL|TOOMBS COUNTY, GA|3
ATL|TOWNS COUNTY, GA|7
ATL|TRANSYLVANIA COUNTY JAIL|5
ATL|TRANSYLVANIA COUNTY, NC|1
ATL|TRENTON, GA|7
ATL|TRION MUNICIPAL COURT PROBATION|2
ATL|TROUP COUNTY, GA|39
ATL|TROY, NC|7
ATL|TUCKER OFFICE (FEDERAL PROBATION & PAROLE)|4
ATL|TUCKER, GA|31
ATL|TURBEVILLE CORRECTIONAL INSTITUTION|1
ATL|TURNER COUNTY, GA|6
ATL|TWIGGS COUNTY, GA|1
ATL|TYRRELL COUNTY FUGITIVE OPERATIONS|1
ATL|UNADILLA, GA|1
ATL|UNION CITY, GA|7
ATL|UNION COUNTY|1
ATL|UNION COUNTY JAIL|242
ATL|UNION COUNTY, GA|3
ATL|UNION COUNTY, NC|46
ATL|UPSON COUNTY, GA|3
ATL|US MARSHALLS|9
ATL|US MARSHALS - COLUMBIA, SC|21
ATL|USP ATLANTA, ATLANTA, GA|168
ATL|VALDOSTA PROBATION OFFICE|2
ATL|VALDOSTA, GA|10
ATL|VANCE CO PROBATION HENDERSON|1
ATL|VANCE COUNTY FUGITIVE OPERATIONS|13
ATL|VANCE COUNTY JAIL|14
ATL|VIENNA, GA|1
ATL|VILLA RICA, GA|2
ATL|VIOLENT CRIMINAL ALIEN SECTION|1
ATL|VIRGINIA BEACH, VIRGINIA|1
ATL|WAKE CO PROBATION 316 FAYETTEVILLE ST RALEIGH|1
ATL|WAKE COUNTY FUGITIVE OPERATIONS|236
ATL|WAKE COUNTY JAIL|1251
ATL|WAKE COUNTY JAIL 287(G)|218
ATL|WAKE COUNTY SHERIFF|16
ATL|WALKER COUNTY, GA|7
ATL|WALTON COUNTY, GA|13
ATL|WARE COUNTY, GA|28
ATL|WARNER ROBINS, GA|34
ATL|WARREN COUNTY FUGITIVE OPERATIONS|3
ATL|WARREN COUNTY JAIL|3
ATL|WASHINGTON COUNTY FUGITIVE OPERATIONS|1
ATL|WASHINGTON COUNTY JAIL|2
ATL|WASHINGTON COUNTY, GA|2
ATL|WATAUGA COUNTY JAIL|6
ATL|WATKINSVILLE, GA|3
ATL|WAYNE CO PROBATION 109 ORMOND AVE GOLDSBORO|1
ATL|WAYNE COUNTY FUGITIVE OPERATIONS|47
ATL|WAYNE COUNTY JAIL|45
ATL|WAYNE COUNTY, GA|30
ATL|WHEELER COUNTY, GA|1
ATL|WHITE COUNTY, GA|5
ATL|WHITFIELD COUNTY JAIL - 287(G)|392
ATL|WHITFIELD COUNTY SHERIFF'S OFFICE|16
ATL|WHITFIELD COUNTY, GA|20
ATL|WIL GENERAL AREA, NON-SPECIFIC|215
ATL|WILCOX COUNTY JAIL, GA|4
ATL|WILIKINSON COUNTY, GA|1
ATL|WILKES COUNTY JAIL|27
ATL|WILKES COUNTY, GA|4
ATL|WILKES COUNTY, NC|4
ATL|WILLIAMSBURG COUNTY DETENTION CENTER|10
ATL|WILLIAMSBURG COUNTY, SC|4
ATL|WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION|253
ATL|WILMINGTON POLICE DEPARTMENT|2
ATL|WILSON CO PROBATION WILSON, NC|7
ATL|WILSON COUNTY FUGITIVE OPERATIONS|24
ATL|WILSON COUNTY JAIL|40
ATL|WINDER MUNICIPAL PROBATION|1
ATL|WINDER, GA|37
ATL|WINSTON-SALEM, NC|110
ATL|WOODSTOCK, GA|22
ATL|WORTH COUNTY, GA|3
ATL|WRIGHTSVILLE, GA|3
ATL|XRA GENERAL AREA, NON-SPECIFIC|3
ATL|YADKIN COUNTY JAIL|24
ATL|YADKIN COUNTY, NC|1
ATL|YADKINVILLE, NC|1
ATL|YANCEY COUNTY JAIL|5
ATL|YANCEY COUNTY JAIL, NC|1
ATL|YANCEY COUNTY, NC|3
ATL|YCJ GENERAL AREA, NON-SPECIFIC|58
ATL|YORK COUNTY (SC) JAIL 287G|238
ATL|YORK COUNTY, SC|3
ATL|ZEBULON, GA (PIKE COUNTY)|1
ATL|NA|845
BAL|287(G)-ANNE ARUNDEL COUNTY DETENTION FACILITIES|1
BAL|287(G)-PASCO COUNTY SHERIFF'S OFFICE|1
BAL|ABERDEEN PROVING GROUND POLICE|1
BAL|ALLEGANY COUNTY DETENTION CENTER|3
BAL|ALLEGANY COUNTY DISTRICT/CIRCUIT COURT|1
BAL|ALLEGANY COUNTY MD|3
BAL|ANNE ARUNDEL COUNTY DETENTION CENTER|87
BAL|ANNE ARUNDEL COUNTY DISTRICT/CIRCUIT COURT|4
BAL|ANNE ARUNDEL COUNTY MD|316
BAL|ANNE ARUNDEL COUNTY POLICE DEPARTMENT|6
BAL|BALTIMORE CITY CENTRAL BOOKING|15
BAL|BALTIMORE CITY DETENTION CENTER|66
BAL|BALTIMORE CITY DISTRICT/CIRCUIT COURT|1
BAL|BALTIMORE CITY MD|1322
BAL|BALTIMORE CITY POLICE DEPARTMENT|2
BAL|BALTIMORE COUNTY BUREAU OF CORRECTIONS|55
BAL|BALTIMORE COUNTY DISTRICT/CIRCUIT COURT|5
BAL|BALTIMORE COUNTY MD|359
BAL|BALTIMORE COUNTY POLICE DEPARTMENT|4
BAL|BALTIMORE ISAP OFFICE|5
BAL|CALVERT COUNTY MD|2
BAL|CAMBRIDGE, MD GENERAL AREA|4
BAL|CAROLINE COUNTY DETENTION CENTER|26
BAL|CAROLINE COUNTY GENERAL AREA|8
BAL|CARROLL COUNTY DETENTION CENTER|5
BAL|CARROLL COUNTY MD|35
BAL|CARROLL COUNTY POLICE|1
BAL|CECIL COUNTY DETENTION CENTER|8
BAL|CECIL COUNTY MD|26
BAL|CECIL COUNTY POLICE DEPARTMENT|1
BAL|CENTREVILLE, MD GENERAL AREA|5
BAL|CHARLES COUNTY DETENTION CENTER|1
BAL|CHARLES COUNTY DISTRICT/CIRCUIT COURT|1
BAL|CHARLES COUNTY MD|17
BAL|CHARLES COUNTY POLICE DEPARTMENT|1
BAL|CIS REFERRAL CASES TO BAL ERO|38
BAL|DORCHESTER COUNTY DETENTION CENTER|22
BAL|DORCHESTER COUNTY GENERAL AREA|9
BAL|EASTERN CORRECTIONAL INSTITUTION|33
BAL|EASTON, MD GENERAL AREA|22
BAL|FCD GENERAL AREA, NON-SPECIFIC|32
BAL|FEDERAL CORRECTIONAL INSTITUTION - CUMBERLAND|31
BAL|FORT SMITH ICE OFFICE|1
BAL|FRD GENERAL AREA, NON-SPECIFIC|2
BAL|FREDERICK COUNTY DETENTION CENTER|113
BAL|FREDERICK COUNTY DISTRICT/CIRCUIT COURT|1
BAL|FREDERICK COUNTY MD|176
BAL|GARRET COUNTY MD|1
BAL|HARFORD COUNTY DETENTION CENTER|82
BAL|HARFORD COUNTY DISTRICT/CIRCUIT COURT|2
BAL|HARFORD COUNTY MD|52
BAL|HOWARD COUNTY DETENTION CENTER|53
BAL|HOWARD COUNTY DISTRICT/CIRCUIT COURT|5
BAL|HOWARD COUNTY MD|78
BAL|HOWARD COUNTY POLICE|1
BAL|KENT COUNTY DETENTION CENTER|12
BAL|KENT COUNTY GENERAL AREA|9
BAL|LVG GENERAL AREA, NON-SPECIFIC|1
BAL|MARYLAND ADULT PROBATION AND PAROLE|57
BAL|MARYLAND CORRECTIONAL ADJUSTMENT CENTER|2
BAL|MARYLAND CORRECTIONAL INSTITUTION - HAGERSTOWN|131
BAL|MARYLAND CORRECTIONAL INSTITUTION - JESSUP|55
BAL|MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN|6
BAL|MARYLAND RECEPTION DIAGNOSTIC & CLASSIFICATION CENTER|13
BAL|MARYLAND TRANSPORTATION AUTHORITY|1
BAL|MD STATE POLICE|1
BAL|METROPOLITAN TRANSITION CENTER|2
BAL|MONTGOMERY COUNTY DETENTION CENTER|217
BAL|MONTGOMERY COUNTY DISTRICT/CIRCUIT COURT|34
BAL|MONTGOMERY COUNTY MD|385
BAL|MONTGOMERY COUNTY POLICE|16
BAL|NON DETAINED ENCOUNTERS AT BAL ERO|212
BAL|NSA POLICE DEPARTMENT|16
BAL|OCEAN CITY POLICE|8
BAL|OCEAN CITY, MD GENERAL AREA|7
BAL|PAROLE AND PROBATION|52
BAL|PRINCE GEORGE'S COUNTY MD|598
BAL|PRINCE GEORGES COUNTY DETENTION CENTER|38
BAL|PRINCE GEORGES COUNTY DISTRICT/CIRCUIT COURT|17
BAL|PRINCE GEORGES COUNTY POLICE|34
BAL|QUEEN ANNE'S COUNTY DETENTION CENTER|1
BAL|QUEEN ANNE'S COUNTY GENERAL AREA|5
BAL|QUEEN ANNES COUNTY DETENTION CENTER|89
BAL|ROCKINGHAM COUNTY NH|1
BAL|SALISBURY, MD GENERAL AREA|34
BAL|SBD GENERAL AREA, NON-SPECIFIC|1
BAL|SNOW HILL, MD GENERAL AREA|4
BAL|SOMERSET COUNTY DETENTION CENTER|7
BAL|ST MARYS COUNTY DETENTION CENTER|2
BAL|ST MARYS COUNTY MD|12
BAL|TALBOT COUNTY DETENTION CENTER|7
BAL|TALBOT COUNTY GENERAL AREA|40
BAL|TAM-HILLSBOROUGH COUNTY JAIL|1
BAL|TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO|2
BAL|UNITED STATES MARSHALL SERVICE|106
BAL|UTAH COUNTY JAIL - UT|1
BAL|WAS GENERAL AREA, NON-SPECIFIC|6
BAL|WASHINGTON COUNTY DETENTION CENTER|2
BAL|WASHINGTON COUNTY DISTRICT/CIRCUIT COURT|2
BAL|WASHINGTON COUNTY MD|26
BAL|WCD GENERAL AREA|170
BAL|WESTERN CORRECTIONAL INSTITUTION|5
BAL|WICOMICO COUNTY DETENTION CENTER|105
BAL|WICOMICO COUNTY GENERAL AREA|76
BAL|WORCESTER COUNTY DETENTION CENTER|57
BAL|WORCESTER COUNTY GENERAL AREA|16
BAL|X1R GENERAL AREA, NON-SPECIFIC|1
BAL|NA|83
BOS|287(G) MASSACHUSETTS DOC JAIL ENFORCMENT|1
BOS|ALTERNATIVES TO DETENTION|31
BOS|ANDROSCOGGIN COUNTY JAIL, AUBURN|5
BOS|ATD MA STATE|92
BOS|AYER DISTRICT COURT|7
BOS|AYER POLICE DEPT|1
BOS|BARNSTABLE COUNTY HOC|2
BOS|BARNSTABLE DISTRICT COURT|1
BOS|BELKNAP COUNTY DOC|8
BOS|BELKNAP COUNTY NH|16
BOS|BERKSHIRE COUNTY HOUSE OF CORRECTIONS, PITTSFIELD, MA|1
BOS|BIDDEFORD POLICE DEPARTMENT|2
BOS|BLOOMFIELD, CT|2
BOS|BNS GENERAL AREA, NON-SPECIFIC|3
BOS|BOS GENERAL AREA, NON-SPECIFIC|1
BOS|BOSTON APPEALS COURT , CENTER PLAZA,|1
BOS|BOSTON DISTRICT COURT BRIGHTON|4
BOS|BOSTON DISTRICT COURT DOWNTOWN BOSTON|17
BOS|BOSTON DISTRICT COURT EAST BOSTON|28
BOS|BOSTON DISTRICT COURT ROXBURY|11
BOS|BOSTON DISTRICT COURT SOUTH BOSTON|5
BOS|BOSTON DISTRICT COURT WEST ROXBURY|2
BOS|BOSTON ICE OFFICE - JFK FEDERAL BLDG, BOSTON|119
BOS|BOSTON LOGAN AIRPORT|3
BOS|BOSTON MUNICIPAL COURT|26
BOS|BOSTON PD BACKBAY, SOUTH END, FENWAY, BRIGHTON|12
BOS|BOSTON PD DORCHESTER, SOUTH BOSTON|16
BOS|BOSTON PD DOWNTOWN,CHINA TOWN, CHARLESTOWN,E.BOS.|37
BOS|BOSTON PD N.DORCHESTER,MATTAPAN,ROXBURY, MISSION HILL|20
BOS|BOSTON PD WEST ROXBURY, ROSLINDALE, HYDE PARK, JP|10
BOS|BOSTON POLICE SECURE COMMUNITIES|10
BOS|BOSTON SUPERIOR COURT DOWNTOWN|8
BOS|BRIDGEPORT CORRECTIONAL CENTER, BRIDGEPORT, CT|45
BOS|BRIDGEPORT, CT|66
BOS|BRIDGEWATER STATE HOSPITAL|4
BOS|BRIGHTON DISTRICT COURT|9
BOS|BRISTOL COUNTY HOC|16
BOS|BRISTOL, CT|9
BOS|BRISTOL, CT POLICE DEPARTMENT|2
BOS|BROCKTON DISTRICT COURT|18
BOS|BROCKTON POLICE DEPT|5
BOS|BROOKFIELD, CT|2
BOS|BROOKLINE DISTRICT COURT|9
BOS|BROOKLYN CORRECTIONAL INSTITUTION, BROOKLYN, CT|7
BOS|CAMBRIDGE DISTRICT COURT|11
BOS|CAMBRIDGE POLICE DEPT|3
BOS|CAP - MARICOPA COUNTY SHERIFFS OFFICE JAIL|1
BOS|CAP ACI|126
BOS|CAP BARNSTABLE MA|18
BOS|CAP BRISTOL MA|39
BOS|CAP DUKES MA|4
BOS|CAP STREET ARREST|84
BOS|CAP WYATT|19
BOS|CARROLL COUNTY NH|16
BOS|CARROLL COUNTY NH JAIL|4
BOS|CHARLESTOWN DISTRICT COURT|3
BOS|CHELSEA DISTRICT COURT|91
BOS|CHELSEA POLICE DEPT|22
BOS|CHESHIRE CORRECTIONAL INSTITUTION, CHESHIRE, CT|6
BOS|CHESHIRE COUNT NH|11
BOS|CHESHIRE COUNTY DOC|11
BOS|CHESHIRE, CT|2
BOS|CLINTON DISTRICT COURT|4
BOS|CLINTON POLICE DEPT|1
BOS|CONCORD DISTRICT COURT|5
BOS|CONCORD POLICE DEPT|3
BOS|COOS COUNTY JAIL|1
BOS|COOS COUNTY NH|2
BOS|CORRIGAN CORRECTIONAL INSTITUTION, UNCASVILLE, CT|12
BOS|CRANSTON PD|1
BOS|CT STATE POLICE TROOP A, SOUTHBURY, CT|1
BOS|CT STATE POLICE TROOP C, TOLLAND, CT|1
BOS|CT STATE POLICE TROOP D, DANIELSON, CT|2
BOS|CT STATE POLICE TROOP G, BRIDGEPORT, CT|1
BOS|CT STATE POLICE TROOP H, HARTFORD, CT|3
BOS|CT STATE POLICE TROOP L, LITCHFIELD, CT|1
BOS|CUBULSKI CORRECTIONAL INSTITUTION, ENFIELD, CT|2
BOS|CUMBERLAND COUNTY JAIL, PORTLAND|19
BOS|DANBURY JUDICIAL MARSHAL'S LOCKUP|5
BOS|DANBURY, CT|83
BOS|DANBURY, CT POLICE DEPARTMENT|10
BOS|DARIEN, CT POLICE DEPARTMENT|1
BOS|DEDHAM DISTRICT COURT|9
BOS|DERBY, CT|10
BOS|DOC 287G OFFICER, MCI FRAMINGHAM|1
BOS|DORCHESTER DISTRICT COURT|24
BOS|DUDLEY DISTRICT COURT|8
BOS|DUPLIN COUNTY JAIL|1
BOS|EAST BOSTON DISTRICT COURT|15
BOS|EAST HARTFORD, CT|7
BOS|EAST HARTFORD, CT POLICE DEPARTMENT|1
BOS|EAST HAVEN, CT|4
BOS|EAST HAVEN, CT POLICE DEPARTMENT|1
BOS|EAST WINDSOR, CT|3
BOS|EAST WINDSOR, CT POLICE DEPARTMENT|1
BOS|EDGECOMB COUNTY JAIL|1
BOS|ELLINGTON, CT|1
BOS|ENFIELD CORRECTIONAL INSTITUTION, ENFIELD, CT|8
BOS|ENFIELD JUDICIAL MARSHAL'S LOCKUP|1
BOS|ENFIELD, CT|5
BOS|ESSEX COUNTY HOC|140
BOS|ESSEX COUNTY LOCAL POLICE DEPT|21
BOS|ESSEX DISTRICT COURT|15
BOS|FAIRFIELD, CT|1
BOS|FAIRFIELD, CT POLICE EPARTMENT|1
BOS|FALL RIVER DISTRICT COURT|1
BOS|FARMINGTON, CT|1
BOS|FCI BERLIN|56
BOS|FEDERAL CORRECTIONAL INSTITUTION - CUMBERLAND|1
BOS|FEDERAL MEDICAL CENTER-DEVENS|58
BOS|FEDERAN CORRECTIONAL INSTITUTION (FEMALE), DANBURY, CT|31
BOS|FITCHBURG DISTRICT COURT|3
BOS|FITCHBURG POLICE DEPT|1
BOS|FRAMIGNHAM POLICE DEPT|28
BOS|FRAMINGHAM DISTRICT COURT|87
BOS|FRANKLIN, CT|2
BOS|FT BEND CO JAIL, RICHMOND, TX|1
BOS|FUG OPS CT|36
BOS|FUGITIVE OPERATIONS CT|2
BOS|FUGITIVE OPERATIONS MA|1842
BOS|FUGITIVE OPERATIONS RI|1
BOS|FUGITIVE OPERATIONS VERMONT|36
BOS|GARDNER POLICE DEPT|1
BOS|GARNER CORRECTIONAL INSTITUTION, NEWTOWN, CT|1
BOS|GLASTONBURY, CT|1
BOS|GLOUCESTER DISTRICT COURT|3
BOS|GRAFTON COUNTY DOC|3
BOS|GRAFTON COUNTY NH|17
BOS|GREENWICH, CT|2
BOS|GROTON, CT|3
BOS|GROTON, CT POLICE DEPARTMENT|1
BOS|HAMDEN COUNTY HOUSE OF CORRECTIONS, LUDLOW, MA|4
BOS|HANCOCK COUNTY JAIL, ELLSWORTH|2
BOS|HAR GENERAL AREA, NON-SPECIFIC|781
BOS|HARTFORD COMMUNTY CORRECTIONAL CENTER, HARTFORD, CT|17
BOS|HARTFORD, CT|549
BOS|HARTFORD, CT POLICE DEPARTMENT|3
BOS|HAVERHILL DISTRICT COURT|4
BOS|HAVERHILL POLICE DEPT|3
BOS|HILLSBOROUGH COUNTY DOC|65
BOS|HILLSBOROUGH COUNTY NH|581
BOS|HINGHAM DISTRICT COURT|2
BOS|JAK GENERAL AREA, NON-SPECIFIC|12
BOS|KENT COUNTY COURT|4
BOS|KILLINGLY, CT|5
BOS|KNOX COUNTY JAIL, ROCKLAND|1
BOS|LAFAYETTE STREET JAIL/GA14, HARTFORD, CT|7
BOS|LAWRENCE DISTRICT COURT|58
BOS|LAWRENCE POLICE DEPT|14
BOS|LEOMINSTER DISTRICT COURT|1
BOS|LEOMINSTER POLICE DEPT|1
BOS|LINCOLN COUNTY SHERIFF'S OFFICE|1
BOS|LITCHFIELD, CT|1
BOS|LOWELL DISTRICT COURT|31
BOS|LOWELL POLICE DEPT|5
BOS|LYNN DISTRICT COURT|39
BOS|LYNN POLICE DEPARTMENT|6
BOS|MACDOUGALL CORRECTIONAL INSTITUTION, SUFFIELD, CT|4
BOS|MAINE CORRECTIONAL CENTER, SOUTH WINHAM|6
BOS|MAINE STATE PRISON, WARREN|7
BOS|MALDEN DISTRICT COURT|47
BOS|MALDEN POLICE DEPT|3
BOS|MANCHESTER ICE OFFICE|47
BOS|MANCHESTER JUDICIAL MARSHAL'S LOCKUP|3
BOS|MANCHESTER, CT|4
BOS|MANSFIELD, CT|1
BOS|MANSON YOUTH INSTITUTION, CHESHIRE, CT|3
BOS|MARLBOROUGH DISTRICT COURT|20
BOS|MARLBOROUGH POLICE DEPT|9
BOS|MASSACHUSETTS ALCOHOL & TREATMENT CENTER|1
BOS|MASSACHUSETTS TREATMENT CENTER|19
BOS|MCI CEDAR JUNCTION AT WALPOLE|44
BOS|MCI CONCORD|51
BOS|MCI FRAMINGHAM|38
BOS|MCI NORFOLK|51
BOS|MCI PLYMOUTH|1
BOS|MCI SHIRLEY MEDIUM/MAXIMUM|52
BOS|MCI SOUZA BARANOWSKI|13
BOS|MCI-BAY STATE CORRECTIONAL|2
BOS|MDM GENERAL AREA, NON-SPECIFIC|3
BOS|MERIDEN JUDICIAL MARSHAL'S LOCKUP|3
BOS|MERIDEN, CT|21
BOS|MERRIMACK COUNTY DOC|7
BOS|MERRIMACK COUNTY NH|66
BOS|MIDDLESEX COUNTY HOC|122
BOS|MIDDLESEX COUNTY LOCAL PD|32
BOS|MIDDLESEX SUPERIOR COURT|16
BOS|MIDDLETOWN JUDICIAL MARSHAL'S LOCKUP|1
BOS|MIDDLETOWN, CT|4
BOS|MIDDLETOWN, CT POLICE DEPARTMENT|2
BOS|MILFORD DISTRICT COURT|15
BOS|MILFORD POLICE DEPT|11
BOS|MILFORD, CT|9
BOS|MILFORD, CT POLICE DEPARTMENT|1
BOS|MONROE, CT|1
BOS|MONTEVILLE, CT|1
BOS|"NASHUA STREET JAIL"|37
BOS|"NATICK POLICE DEPT"|1
BOS|"NAUGATUCK, CT"|2
BOS|NCCI GARDNER|59
BOS|NEW BEDFORD POLICE DEPT|1
BOS|NEW BRITIAN, CT|17
BOS|NEW BRITIAN, CT POLICE DEPARTMENT|1
BOS|NEW HAMPSHIRE STATE PRISON FOR MEN|36
BOS|NEW HAMPSHIRE STATE PRISON FOR WOMEN|3
