"","apprehension_landmark","total"
"540","BENTON COUNTY PROBATION AND PAROLE",5
"541","BENTON COUNTY SHERIFFS OFFICE MISSOURI",1
"542","BENTON HARBOR, MICHIGAN",13
"543","BENZIE COUNTY JAIL, BEULAH, MI",3
"544","BERGEN COUNTY JAIL",333
"545","BERGEN COUNTY PD",11
"546","BERGENFIELD PD",6
"547","BERKELEY COUNTY DEPT. OF JUVENILE JUSTICE",1
"548","BERKELEY COUNTY DETENTION CENTER",273
"549","BERKELEY COUNTY, SC",145
"550","BERKELEY POLICE DEPARTMENT, MISSOURI",2
"551","BERKELEY TOWNSHIP POLICE DEPARTMENT",1
"552","BERKLEY HEIGHTS PD",1
"553","BERKS COUNTY FAMILY SHELTER",9
"554","BERKS COUNTY PRISON",107
"555","BERKS COUNTY PROBATION",11
"556","BERKSHIRE COUNTY HOUSE OF CORRECTIONS, PITTSFIELD, MA",1
"557","BERLIN BOROUGH POLICE DEPARTMENT",3
"558","BERLIN TOWNSHIP POLICE DEPARTMENT",3
"559","BERNALILLO COUNTY JUVENILE DETENTION CENTER   ABQ",1
"560","BERNALILLO COUNTY SHERIFFS OFFICE",4
"561","BERNARDS TWP PD",2
"562","BERNARDSVILLE PD",10
"563","BERRIEN COUNTY DISTRICT COURT PROBATION",3
"564","BERRIEN COUNTY JAIL, ST. JOSEPH, MI",90
"565","BERRIEN COUNTY PROBATION/PAROLE OFFICE",1
"566","BERRIEN COUNTY, GA",2
"567","BERTIE COUNTY JAIL",11
"568","BETHLEHEM POLICE DEPARTMENT",1
"569","BETHLEHEM POLICE DEPARTMENT - BETHLEHEM, PA",6
"570","BEVERLY HILLS POLICE DEPT, BEVERLY HILLS, CA",2
"571","BEVERLY POLICE DEPARTMENT",1
"572","BEXAR COUNTY JAIL - TX0150000",1100
"573","BHM GENERAL AREA, NON-SPECIFIC",1474
"574","BIBB COUNTY, GA",15
"575","BIDDEFORD POLICE DEPARTMENT",2
"576","BIG BEAR JAIL (SBSD) BIG BEAR, CA",6
"577","BIG HORN COUNTY JAIL, BASIN, WYOMING",3
"578","BIG HORN COUNTY, WYOMING",3
"579","BIG SANDY REGIONAL PAINTSVILLE, KY",2
"580","Big Spring BOP",9
"581","Big Spring BOP Facilities",2343
"582","BIG SPRING FCI",162
"583","BIGHORN COUNTY JAIL MT",5
"584","BIL GENERAL AREA, NON-SPECIFIC",8
"585","BILL LOGUE JUVENILE DETENTION CENTER, WACO, TEXAS",1
"586","BILLINGS STATE PAROLE AND PROBATION",1
"587","BINGHAM COUNTY JAIL IDAHO",22
"588","BINGHAM COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"589","BINGHAMTON, ITHACA FUGOPS",13
"590","BKI GENERAL AREA, NON-SPECIFIC",1318
"591","BLACKFORD COUNTY SHERIFF'S OFFICE, INDIANA",1
"592","BLACKHAWK COUNTY JAIL, IA",67
"593","Bladen County Jail",17
"594","Bladen County Probation Elizabethtown, NC",1
"595","Bladen County, NC",1
"596","BLAINE COUNTY JAIL",3
"597","BLAINE COUNTY JAIL ID",72
"598","BLAINE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"599","BLAIR COUNTY PRISON",8
"600","BLAIRSTOWN PD",1
"601","BLAIRSVILLE PROBATION OFFICE",3
"602","BLAIRSVILLE, GA",1
"603","BLANCO COUNTY JAIL - TX0160000",7
"604","BLAND CORRECTIONAL CENTER-VA",2
"605","BLECKLEY COUNTY, GA",1
"606","BLEDSOE COUNTY JAIL, TN",5
"607","BLG GENERAL AREA, NON-SPECIFIC",24
"608","BLOOMFIELD HILLS, MICHIGAN",12
"609","BLOOMFIELD PD",12
"610","BLOOMFIELD, CT",2
"611","BLOOMINGDALE PD",1
"612","BLOOMINGTON POLICE DEPARTMENT, MN",42
"613","BLOOMSBURG POLICE DEPARTMENT - BLOOMSBURG, PA",9
"614","BLOUNT COUNTY JAIL, TN",141
"615","BLUE EARTH COUNTY JAIL, MN",28
"616","BLUE RIDGE PROBATION OFFICE",1
"617","BLUE RIDGE, GA",5
"618","BLYTHE BORDER PATROL REPROCESSED CASE",1
"619","BLYTHE JAIL (RCSD) BLYTHE, CA",1
"620","BNS GENERAL AREA, NON-SPECIFIC",3
"621","BOGART, GA",7
"622","BOGOTA PD",1
"623","BOI GENERAL AREA, NON-SPECIFIC",231
"624","BOISE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"625","BOISE ICE OFFICE",17
"626","BOLIVAR COUNTY, MS",2
"627","BOND COUNTY SHERIFF'S OFFICE, IL",1
"628","BONNER COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"629","BONNERS FERRY CO. JAIL",3
"630","BONNEVILLE COUNTY JAIL ID",120
"631","BOONE COUNTY JAIL",3
"632","BOONE COUNTY JAIL, KY",78
"633","BOONE COUNTY SHERIFF'S OFFICE, IL",7
"634","BOONE COUNTY SHERIFF'S OFFICE, INDIANA",61
"635","BOONE COUNTY SHERIFFS OFFICE MISSOURI",46
"636","BOONE, NC",9
"637","BOONTON PD",3
"638","BOONTON TWP PD",1
"639","BOONVILLE CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",3
"640","BOP ARANSAS CO-COM FEDERAL RELEASE SITE, ROCKPORT, TX",61
"641","BOP BROOKLYN",26
"642","BOP FED MED CENTER LEXINGTON, KY",60
"643","BOP FEDERAL CORRECTIONAL INSTITUTION MIAMI",8
"644","BOP FEDERAL DETENTION CENTER MIAMI",51
"645","BOP FEDERAL DETENTION CENTER, HOUSTON, TX",5319
"646","BOP GILES W DALBY",5510
"647","BOP MANHATTAN",5
"648","BOPFCI WINTON, NC",390
"649","BORDENTOWN CITY POLICE DEPARTMENT",1
"650","BORDENTOWN TOWNSHIP POLICE DEPARTMENT",4
"651","BOS GENERAL AREA, NON-SPECIFIC",1
"652","BOSQUE COUNTY JAIL, MERIDIAN, TEXAS",13
"653","Bossier City Detention",6
"654","BOSSIER MEDIUM FACILITY",2
"655","Bossier Parish Court",1
"656","Bossier Parish Maximum",92
"657","BOSTON APPEALS COURT , CENTER PLAZA,",1
"658","BOSTON DISTRICT COURT BRIGHTON",4
"659","BOSTON DISTRICT COURT DOWNTOWN BOSTON",17
"660","BOSTON DISTRICT COURT EAST BOSTON",28
"661","BOSTON DISTRICT COURT ROXBURY",11
"662","BOSTON DISTRICT COURT SOUTH BOSTON",5
"663","BOSTON DISTRICT COURT WEST ROXBURY",2
"664","BOSTON ICE OFFICE - JFK FEDERAL BLDG, BOSTON",119
"665","BOSTON LOGAN AIRPORT",3
"666","BOSTON MUNICIPAL COURT",26
"667","BOSTON PD BACKBAY, SOUTH END, FENWAY, BRIGHTON",12
"668","BOSTON PD DORCHESTER, SOUTH BOSTON",16
"669","BOSTON PD DOWNTOWN,CHINA TOWN, CHARLESTOWN,E.BOS.",37
"670","BOSTON PD N.DORCHESTER,MATTAPAN,ROXBURY, MISSION HILL",20
"671","BOSTON PD WEST ROXBURY, ROSLINDALE, HYDE PARK, JP",10
"672","BOSTON POLICE SECURE COMMUNITIES",10
"673","BOSTON SUPERIOR COURT DOWNTOWN",8
"674","BOTETOURT COUNTY JAIL-VA",30
"675","BOTHELL CITY JAIL",1
"676","BOULDER CITY NEVADA JAIL",3
"677","Boulder County",83
"678","BOULDER COUNTY",15
"679","Boulder County Jail",11
"680","BOULDER COUNTY JAIL",3
"681","Boulder County Probation",25
"682","BOULDER COUNTY PROBATION OFFICE",3
"683","BOUND BROOK PD",20
"684","BOURBON COUNTY JAIL, KY",70
"685","BOURBON COUNTY SHERIFFS OFFICE, KANSAS",4
"686","BOWIE COUNTY CRIM AT LARGE",6
"687","BOWIE COUNTY GENERAL AREA",1
"688","BOWIE COUNTY JAIL",3
"689","BOWIE COUNTY JAIL ANNEX (BISTATE JAIL)",27
"690","BOWIE COUNTY NON CRIM",1
"691","BOWIE COUNTY PROBATION",15
"692","BOWIE COUNTY SHERIFF'S OFFICE",1
"693","BOWIE COUNTY SHERIFFS  OFFICE",13
"694","BOWLING GREEN CAP STREET ARREST",30
"695","BOX BUTTE COUNTY JAIL, NE",2
"696","BOX ELDER COUNTY JAIL - UT",30
"697","BOYD COUNTY DETENTION CTR, KY",2
"698","BOYLE COUNTY DETENTION CTR, KY",16
"699","BOZEMAN AREA",2
"700","BRACKEN COUNTY JAIL, KY",2
"701","BRADFORD COUNTY CORRECTIONAL FACILITY",4
"702","BRADFORD COUNTY PROBATION",1
"703","BRADLEY BEACH PD",6
"704","BRADLEY COUNTY JAIL",1
"705","BRADLEY COUNTY JAIL, TN",70
"706","BRANCH COUNTY JAIL, COLDWATER, MI",21
"707","BRANTLEY COUNTY GA",8
"708","BRAZORIA  POLICE DEPT,BRAZORIA, TX",5
"709","BRAZORIA CO JAIL, ANGLETON, TX",82
"710","BRAZORIA COUNTY JAIL, ANGLETON, TX",130
"711","BRAZORIA COUNTY PROBATION, ANGLETON, TX",12
"712","BRAZORIA POLICE DEPT, BRAZORIA, TX",2
"713","BRAZOS CO JAIL, BRYAN, TX",91
"714","BRAZOS COUNTY JAIL, BRYAN, TX",252
"715","BRAZOS COUNTY PROBATION, BRYAN, TX",5
"716","BRECKENRIDGE HILLS POLICE DEPARTMENT, MISSOURI",1
"717","BRECKINRIDGE CO DETENTION CENTER, KY",4
"718","BREMEN, GA",1
"719","BREMER COUNTY JAIL, IA",30
"720","BREMERTON CITY JAIL",1
"721","BRENHAM, TEXAS",9
"722","BREWSTER COUNTY JAIL",13
"723","BRI GENERAL AREA, NON-SPECIFIC",1
"724","BRICK TOWNSHIP POLICE DEPARTMENT",8
"725","BRIDGEPORT CORRECTIONAL CENTER, BRIDGEPORT, CT",45
"726","BRIDGEPORT, CT",66
"727","BRIDGETON POLICE DEPARTMENT",85
"728","BRIDGETON POLICE DEPARTMENT, MISSOURI",11
"729","BRIDGEWATER STATE HOSPITAL",4
"730","BRIDGEWATER TWP PD",11
"731","BRIELLE PD",7
"732","BRIGANTINE POLICE DEPARTMENT",1
"733","BRIGHTON DISTRICT COURT",9
"734","BRISTOL CITY JAIL-VA",3
"735","BRISTOL COUNTY HOC",16
"736","BRISTOL, CT",9
"737","BRISTOL, CT POLICE DEPARTMENT",2
"738","BRK AOR FUGITIVE OPERATIONS",326
"739","BRK GENERAL AREA, NON-SPECIFIC",252
"740","BRO GENERAL AREA, NON-SPECIFIC",18
"741","BROCKTON DISTRICT COURT",18
"742","BROCKTON POLICE DEPT",5
"743","BRONSON, MICHIGAN",1
"744","BROOKFIELD, CT",2
"745","BROOKFIELD, CT POLICE DEPARTMENT",1
"746","BROOKINGS CO JAIL, BROOKINGS, SD",47
"747","BROOKLINE DISTRICT COURT",9
"748","BROOKLYN ADMINISTRATIVE MDC (BOP)",1
"749","BROOKLYN CENTER PD, MN",1
"750","BROOKLYN CORRECTIONAL INSTITUTION, BROOKLYN, CT",7
"751","BROOKLYN PARK PD, MN",1
"752","BROOKS CORRECTIONAL FACILITY, MUSKEGON HEIGHTS, MI",4
"753","BROOKS COUNTY JAIL, FALFURRIAS, TX",1103
"754","BROOKS COUNTY JAIL, GA",3
"755","BROOKS COUNTY PROBATION, FALFURRIAS, TX",5
"756","BROOKS, GA  (FAYETTE COUNTY)",1
"757","BROOME COUNTY",33
"758","Broome County Jail",5
"759","BROOME COUNTY JAIL",2
"760","Broome County Probation",3
"761","Broome County Sheriff",2
"762","Broomfield County",11
"763","BROOMFIELD COUNTY",4
"764","Broomfield County Jail",5
"765","BROOMFIELD COUNTY JAIL",8
"766","Broomfield County Probation",7
"767","BROWARD CORRECTIONAL INSTITUTIONS (FEMALES)",2
"768","BROWARD COUNTY JAIL (CONTE)",5
"769","BROWARD COUNTY JAIL (NORTH BROWARD)",7
"770","BROWARD COUNTY JAIL (SHERIFFS NORTH)",1
"771","BROWARD COUNTY JAIL (STOCKADE)",1
"772","BROWARD COUNTY MAIN JAIL",22
"773","BROWN CO JAIL, ABERDEEN, SD",9
"774","BROWN COUNTY JAIL - BROWNWOOD, TX",11
"775","BROWN COUNTY JAIL, MN",3
"776","BROWN COUNTY SHERIFFS OFFICE KANSAS",2
"777","Brown County, TX At Large",5
"778","Brown County, TX Jail",12
"779","BROWNSVILLE CITY JAIL, TX",194
"780","BRRJ - AMHERST COUNTY DETENTION CENTER-VA",9
"781","BRRJ - BEDFORD ADULT DETENTION CENTER - VA",12
"782","BRRJ - CAMPBELL COUNTY DETENTION CENTER - VA",15
"783","BRRJ-LYNCHBURG CITY JAIL-VA",12
"784","BRULE CO JAIL, CHAMBERLAIN, SD",3
"785","BRUNSWICK CO PROBATION SHALOTTE",1
"786","Brunswick County",1
"787","BRUNSWICK COUNTY FUGITIVE OPERATIONS",3
"788","Brunswick County Jail",120
"789","BRUNSWICK COUNTY JAIL",1
"790","Brunswick County Probataion Govt. Center Dr. Bolivia, NC",1
"791","BRUNSWICK PROBATION OFFICE",4
"792","BRUNSWICK, GA",21
"793","BRYAN COUNTY JAIL",61
"794","BRYAN, TEXAS",32
"795","BSA GENERAL AREA, NON-SPECIFIC",1
"796","BSC GENERAL AREA, NON-SPECIFIC",2752
"797","BSD GENERAL AREA, NON-SPECIFIC",2
"798","BSOGEN GENERAL AREA, NON-SPECIFIC",2
"799","BTN GENERAL AREA, NON-SPECIFIC",146
"800","BUCHANAN COUNTY JAIL, IA",11
"801","BUCHANAN COUNTY SHERIFFS OFFICE MISSOURI",46
"802","BUCHANAN, GA",1
"803","BUCKS COUNTY CORRECTIONAL FACILITY",113
"804","BUCKS COUNTY PROBATION",3
"805","BUF GENERAL AREA, NON-SPECIFIC",1
"806","BUFFALO CORRECTIONAL FACILITY",7
"807","BUFFALO COUNTY JAIL, NE",18
"808","BUFFALO FEDERAL DETENTION FACILITY",138
"809","BUFFALO FUGOPS",217
"810","BUFFALO GENERAL - Do Not Use",192
"811","BUFORD, GA",17
"812","BULLHEAD POLICE DEPARTMENT",4
"813","BULLHEAD POLICE DEPT.",1
"814","BULLITT COUNTY DETENTION CTR, KY",19
"815","BULLOCH COUNTY JAIL",32
"816","BUNCOMBE COUNTY JAIL",30
"817","BUNCOMBE COUNTY, NC",9
"818","BUREAU OF PRISONS- FEDERAL CORRECTIONAL INST.",155
"819","BUREAU OF PRISONS- US ADMINISTRATIVE MAXIMUM",3
"820","BUREAU OF PRISONS-US PENITENTIARY",13
"821","BUREAU OF PRISONS, ENGLEWOOD, CO",24
"822","BURKE COUNTY JAIL",27
"823","BURKE COUNTY, NC",2
"824","BURLEIGH COUNTY JAIL, ND",19
"825","BURLESON CO JAIL, CALDWELL, TX",3
"826","BURLESON COUNTY JAIL, CALDWELL, TX",9
"827","BURLESON COUNTY PROBATION, CALDWELL, TX",4
"828","BURLESON POLICE DEPARTMENT",2
"829","BURLINGTON CITY POLICE DEPARTMENT",1
"830","BURLINGTON COUNTY JAIL",5
"831","BURLINGTON COUNTY SHERIFF",2
"832","BURLINGTON COUNTY, NEW JERSEY",64
"833","BURLINGTON, NC",13
"834","BURLNGTON TOWNSHIP POLICE DEPARTMENT",6
"835","BURNET COUNTY JAIL, BURNET, TEXAS",181
"836","BUSHNELL, FL PROBATION & PAROLE, FL DOC #052",2
"837","BUTLER COUNTY IOWA",2
"838","BUTLER COUNTY JAIL",287
"839","BUTLER COUNTY JAIL, NE",23
"840","BUTLER COUNTY PRISON",12
"841","BUTLER COUNTY SHEFIFF'S DEPARTMENT, MISSOURI",1
"842","BUTLER COUNTY SHERIFFS, EL DORADO, KANSAS",18
"843","BUTLER COUNTY, KY",8
"844","BUTLER PD",2
"845","BUTNER BOP FACILITY",168
"846","BUTNER MEDICAL FACILITY",24
"847","BUTTE COUNTY JAIL",20
"848","BUTTE SILVERBOW COUNTY JAIL MT",4
"849","BUTTE, MT PROBATION&PAROLE",1
"850","BUTTS COUNTY JAIL",25
"851","BYRON, GA",4
"852","C - BARRON COUNTY JAIL",4
"853","C - BUFFALO COUNTY JAIL",2
"854","C - BURNETT COUNTY JAIL",1
"855","C - CHIPPEWA COUNTY GENERAL AREA",1
"856","C - CHIPPEWA COUNTY JAIL",10
"857","C - CLARK COUNTY GENERAL AREA",6
"858","C - CLARK COUNTY JAIL",13
"859","C - DOUGLAS COUNTY JAIL",2
"860","C - DUNN COUNTY JAIL",4
"861","C - EAU CLAIRE COUNTY GENERAL AREA",9
"862","C - EAU CLAIRE COUNTY JAIL",16
"863","C - JACKSON COUNTY GENERAL AREA",2
"864","C - JACKSON COUNTY JAIL",3
"865","C - LINCOLN COUNTY JAIL",3
"866","C - MARATHON COUNTY GENERAL AREA",8
"867","C - MARATHON COUNTY JAIL",29
"868","C - ONIEDA COUNTY JAIL",1
"869","C - PIERCE COUNTY JAIL",2
"870","C - POLK COUNTY JAIL",1
"871","C - PORTAGE COUNTY JAIL",14
"872","C - RUSK COUNTY JAIL",3
"873","C - SAWYER COUNTY JAIL",1
"874","C - ST CROIX COUNTY JAIL",1
"875","C - TAYLOR COUNTY GENERAL AREA",8
"876","C - TAYLOR COUNTY JAIL",11
"877","C - TREMPEALEAU COUNTY GENERAL AREA",10
"878","C - TREMPEALEAU COUNTY JAIL",54
"879","C - VILAS COUNTY JAIL",1
"880","C - WOOD COUNTY GENERAL AREA",3
"881","C - WOOD COUNTY JAIL",12
"882","CABARRUS COUNTY JAIL",5
"883","Cabarrus County Jail 287G",1
"884","CABARRUS COUNTY JAIL 287G",196
"885","CABARRUS COUNTY, NC",35
"886","CABOT POLICE DEPARTMENT",1
"887","CAC GENERAL AREA, NON-SPECIFIC",16
"888","CACHE COUNTY JAIL - UT",138
"889","CADDO COUNTY JAIL",7
"890","Caddo Parish Corrections",4
"891","CAIRO, GA",22
"892","CALAVERAS COUNTY JAIL",6
"893","CALCASIEU PARISH JAIL",17
"894","CALDWELL COUNTY JAIL",13
"895","CALDWELL COUNTY JAIL, KY",6
"896","CALDWELL COUNTY JAIL, LOCKHART, TEXAS",64
"897","CALDWELL COUNTY SHERIFFS OFFICE MISSOURI",5
"898","CALDWELL COUNTY, NC",2
"899","CALEXICO BORDER PATROL",14
"900","CALEXICO WEST PORT OF ENTRY",4
"901","CALHOUN CO JAIL, PORT LAVACA, TX",5
"902","CALHOUN COUNTY GA",3
"903","CALHOUN COUNTY JAIL, ANNISTON, AL",3
"904","CALHOUN COUNTY JAIL, BATTLE CREEK, MI",44
"905","CALHOUN COUNTY JAIL, PORT LAVACA, TX",26
"906","CALHOUN COUNTY PROBATION",2
"907","CALHOUN COUNTY PROBATION, PORT LAVACA, TX",4
"908","CALHOUN COUNTY, MS",11
"909","CALHOUN COUNTY, SC",1
"910","CALHOUN PROBATION OFFICE",1
"911","CALHOUN, GA",26
"912","CALIFON PD",2
"913","CALIFORNIA CITY FEDERAL CORRECTIONAL INSTITUTION",53
"914","CALIFORNIA DEPARTMENT OF CORRECTIONS COMMUTE LIST",3
"915","CALIFORNIA DEPT CORRECTIONS PAROLE REGION 2 OAKLAND",1
"916","California Healthcare Facility",33
"917","CALIFORNIA HIGHWAY PATROL",2
"918","CALIFORNIA INSTITUTION FOR MEN CHINO, CA",339
"919","CALIFORNIA INSTITUTION FOR WOMEN CORONA, CA",62
"920","CALIFORNIA MENS COLONY EAST",24
"921","CALIFORNIA MENS COLONY WEST",52
"922","CALIFORNIA REHABILITATION CENTER NORCO, CA",253
"923","CALIFORNIA SUBSTANCE ABUSE TREATMENT FACILITY & STATE PRISON",172
"924","CALIPATRIA STATE PRISON",426
"925","Callahan County, TX Jail",2
"926","CALLAWAY COUNTY SHERIFFS OFFICE MISSOURI",4
"927","CALLOWAY COUNTY JAIL, KY",13
"928","CALVERT COUNTY MD",2
"929","CAMBRIA COUNTY PRISON",4
"930","CAMBRIDGE DISTRICT COURT",11
"931","CAMBRIDGE POLICE DEPT",3
"932","CAMBRIDGE, MD GENERAL AREA",4
"933","CAMDEM COUNTY GA",1
"934","CAMDEN CITY",3
"935","CAMDEN CITY POLICE DEPARTMENT",26
"936","CAMDEN COUNTY GA",18
"937","CAMDEN COUNTY PROSECUTOR (MEGHAN'S LAW)",1
"938","CAMDEN COUNTY SHERIFF",1
"939","CAMDEN COUNTY SHERIFFS OFFICE, MISSOURI",2
"940","CAMDEN COUNTY, NEW JERSEY",72
"941","CAMDEN POLICE DEPARTMENT",2
"942","CAMERON COUNTY JAIL- OLMITO, TX",1471
"943","CAMERON COUNTY SHERIFF OFFICE, OLMITO, TX",8
"944","CAMERON PARISH JAIL",1
"945","Camillus Town and Village Police Department",1
"946","CAMP COUNTY CRIM AT LARGE",4
"947","CAMP COUNTY GENERAL AREA",2
"948","CAMP COUNTY NON CRIM",1
"949","CAMP COUNTY PROBATION",3
"950","CAMP COUNTY SHERIFFS OFFICE",18
"951","CAMPBELL COUNTY DETENTION CTR, KY",9
"952","CAMPBELL COUNTY JAIL, GILLETTE, WYOMING",20
"953","CAMPBELL COUNTY JAIL, TN",21
"954","CAMPBELL COUNTY, WYOMING",54
"955","CANADIAN COUNTY JAIL",66
"956","CANTON PROBATION OFFICE",14
"957","CANTON TWP POLICE DEPARTMENT",16
"958","CANTON, GA",89
"959","CANTON, MICHIGAN",16
"960","CANYON COUNTY GENERAL AREA ID",11
"961","CANYON COUNTY JAIL ID",289
"962","CANYON COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"963","CANYON COUNTY PROBATION AND PAROLE ID",3
"964","CANYON COUNTY WORK RELEASE ID",1
"965","CAP -  HYDE PARK TOWN POLICE DEPARTMENT, NY STATE",4
"966","CAP - ALBANY DEPARTMENT OF MOTOR VEHICLE STATE",8
"967","CAP - ALBERTVILLE CITY JAIL, AL STATE",122
"968","CAP - ALCORN COUNTY JAIL MS STATE",23
"969","CAP - ALEXANDRIA CITY JAIL, AL STATE",8
"970","CAP - ALEXANDRIA CRIMINAL JUSTICE SERVICES-VA",12
"971","CAP - ALHAMBRA",244
"972","CAP - AMKC - ANNA M. KROSS CENTER NY STATE",11
"973","CAP - APACHE COUNTY JAIL",28
"974","CAP - APACHE JUNCTION COUNTY JAIL",6
"975","CAP - APACHE JUNCTION POLICE DEPARTMENT",2
"976","CAP - ARIZONA DEPARTMENT OF ECONOMIC SECURITY",3
"977","CAP - ARIZONA DEPARTMENT OF MOTOR VEHICLES",1
"978","CAP - ARIZONA DEPARTMENT OF PUBLIC SAFETY",109
"979","CAP - ARLINGTON COMMUNITY CORRECTIONS PROGRAM-VA",10
"980","CAP - AUTAUGA COUNTY JAIL, AL STATE",15
"981","CAP - AVONDALE CITY JAIL",79
"982","CAP - AVONDALE POLICE DEPARTMENT",8
"983","CAP - BARBOUR COUNTY JAIL, AL STATE",1
"984","CAP - BARTLETT POLICE DEPARTMENT TN STATE",27
"985","CAP - BBKC - BERNARD B. KERIK COMPLEX NY STATE",3
"986","CAP - BEACON POLICE DEPARTMENT, NY STATE",1
"987","CAP - BEDFORD CORRECTIONAL FACILITY NY STATE",2
"988","CAP - BEDFORD POLICE DEPARTMENT NY STATE",3
"989","CAP - BENTON COUNTY JAIL MS STATE",1
"990","CAP - BENTON COUNTY JAIL TN STATE",3
"991","CAP - BIBB COUNTY CORRECTIONAL CENTER - DOC - AL STATE",16
"992","CAP - BLOOMING GROVE TOWN POLICE DEPARTMENT, NY STATE",1
"993","CAP - BLOUNT COUNTY JAIL,  AL STATE",4
"994","CAP - BLOUNT COUNTY JAIL, AL STATE",6
"995","CAP - BOAZ CITY JAIL, AL STATE",12
"996","CAP - BOP - METROPOLITAN DETENTION CENTER - BROOKLYN NY STATE",2
"997","CAP - BOP BROOKLYN NY STATE",353
"998","CAP - BOP FCI MEMPHIS TN STATE",69
"999","CAP - BOP MANHATTAN NY STATE",55
"1000","CAP - BREWSTER POLICE DEPARTMENT, NY STATE",33
"1001","CAP - BRIARCLIFF MANOR VILLAGE POLICE DEPARTMENT NY STATE",2
"1002","CAP - BRONX CENTRAL BOOKING NY STATE",10
"1003","CAP - BROOKLYN CENTRAL BOOKING NY State",13
"1004","CAP - BROOKLYN CRIMINAL COURT NY STATE",10
"1005","CAP - Buckeye, AZ PD",1
"1006","CAP - BULLOCK CORRECTIONAL FACILITY, AL STATE",2
"1007","CAP - BULLOCK COUNTY JAIL, AL STATE",2
"1008","CAP - BUTLER COUNTY JAIL, AL STATE",1
"1009","CAP - CALHOUN COUNTY JAIL, AL STATE",11
"1010","CAP - CAMERON COUNTY JAIL TX STATE",1
"1011","CAP - CARMEL POLICE DEPARTMENT, NY STATE",4
"1012","CAP - CARROLL COUNTY JAIL TN STATE",4
"1013","CAP - CARSON CITY JAIL, CARSON CITY NEVADA",50
"1014","CAP - CHAMBERS COUNTY JAIL, AL STATE",21
"1015","CAP - CHANDLER POLICE DEPARTMENT",26
"1016","CAP - CHEROKEE COUNTY JAIL, AL STATE",2
"1017","CAP - CHESAPEAKE COMMUNITY CORRECTIONS-VA",1
"1018","CAP - CHESTER COUNTY JAIL TN STATE",1
"1019","CAP - CHESTER VILLAGE POLICE DEPARTMENT, NY STATE",4
"1020","CAP - CHESTERFIELD COMMUNITY CORRECTIONS-VA",1
"1021","CAP - CHILTON COUNTY JAIL, AL STATE",79
"1022","CAP - CHOCTAW COUNTY JAIL, AL STATE",2
"1023","CAP - CHURCHILL COUNTY JAIL, FALLON, NEVADA",10
"1024","CAP - CITY OF POUGHKEEPSIE POLICE DEPARTMENT NY STATE",12
"1025","CAP - CLARKSTOWN POLICE DEPARTMENT, NY STATE",11
"1026","CAP - CLAY COUNTY JAIL AR STATE",2
"1027","CAP - CLEBURNE COUNTY JAIL, AL STATE",8
"1028","CAP - COCONINO COUNTY JAIL",186
"1029","CAP - COCONINO COUNTY SHERIFFS OFFICE",16
"1030","CAP - COFFEE COUNTY JAIL, AL STATE",49
"1031","CAP - COLBERT COUNTY JAIL, AL STATE",3
"1032","CAP - COLD SPRING POLICE DEPARTMENT, NY STATE",3
"1033","CAP - COLLIERVILLE POLICE DEPARTMENT TN STATE",49
"1034","CAP - COOSA COUNTY JAIL, AL STATE",3
"1035","CAP - CORNWALL TOWN POLICE DEPARTMENT, NY STATE",1
"1036","CAP - COUNTY, STATE, LEA REF NY STATE",21
"1037","CAP - COVINGTON COUNTY JAIL, AL STATE",2
"1038","CAP - CRENSHAW COUNTY JAIL, AL STATE",1
"1039","CAP - CRITTENDEN COUNTY JAIL AR STATE",7
"1040","CAP - CROCKETT COUNTY JAIL TN STATE",6
"1041","CAP - CROTON ON HUDSON VILLAGE POLICE DEPARTMENT NY STATE",4
"1042","CAP - CULLMAN COUNTY JAIL, AL STATE",25
"1043","CAP - DALE COUNTYJAIL, AL STATE",11
"1044","CAP - DECATUR CITY JAIL, AL STATE",4
"1045","CAP - DECATUR COUNTY JAIL TN STATE",9
"1046","CAP - DEKALB COUNTY JAIL, AL STATE",73
"1047","CAP - DEPARTMENT OF CORRECTIONS, NEVADA",171
"1048","CAP - DESOTO COUNTY JAIL MS STATE",210
"1049","CAP - DOBBS FERRY VILLAGE POLICE DEPARTMENT NY STATE",2
"1050","CAP - DONALDSON CORRECTIONAL FACILITY - DOC - AL STATE",1
"1051","CAP - DOTHAN CITY JAIL, AL STATE",16
"1052","CAP - DOUGLAS COUNTY JAIL, MINDEN, NEVADA",30
"1053","CAP - DOWNSTATE CORRECTIONAL FACILITY NY STATE",27
"1054","CAP - DRAPER CORRECTIONAL FACILITY - DOC - AL STATE",10
"1055","CAP - DUTCHESS COUNTY JAIL  NY STATE",99
"1056","CAP - DUTCHESS COUNTY PROBATION  NY STATE",22
"1057","CAP - DUTCHESS COUNTY SHERIFF NY STATE",12
"1058","CAP - DYER COUNTY JAIL TN STATE",8
"1059","CAP - EAST FISHKILL TOWN POLICE DEPARTMENT, NY STATE",3
"1060","CAP - EASTCHESTER TOWN POLICE DEPARTMENT NY STATE",3
