"","aor","apprehension_landmark","total"
"544","ATL","MACDOUGALL CORRECTIONAL INSTITUTION",12
"545","ATL","MACON COUNTY JAIL",8
"546","ATL","MACON COUNTY, GA",2
"547","ATL","MACON COUNTY, NC",5
"548","ATL","MACON PROBATION OFFICE",1
"549","ATL","MACON, GA",11
"550","ATL","MADISON COUNTY JAIL",1
"551","ATL","MADISON COUNTY, GA",5
"552","ATL","MADISON COUNTY, NC",1
"553","ATL","MADISON, GA",4
"554","ATL","MARIETTA MUNICIPAL PROBATION",1
"555","ATL","MARIETTA PROBATION OFFICE",3
"556","ATL","MARIETTA, GA",126
"557","ATL","MARION COUNTY DETENTION CENTER",32
"558","ATL","MARION COUNTY JAIL, GA",2
"559","ATL","MARION COUNTY, SC",1
"560","ATL","MARLBORO COUNTY, SC",12
"561","ATL","MARTIN COUNTY FUGITIVE OPERATIONS",1
"562","ATL","MCCORMICK COUNTY, SC",4
"563","ATL","MCDONOUGH MUNICIPAL PROBATION",1
"564","ATL","MCDONOUGH PROBATION OFFICE",2
"565","ATL","MCDONOUGH, GA",16
"566","ATL","MCDOWELL COUNTY JAIL",4
"567","ATL","MCDOWELL COUNTY, NC",19
"568","ATL","MCDUFFIE COUNTY, GA",3
"569","ATL","MCINTOSH COUNTY, GA",26
"570","ATL","MCRAE FCI, MCRAE, GEORGIA",4
"571","ATL","MCRAE FED, GA",480
"572","ATL","MCRAE, GA",1
"573","ATL","MECKLENBURG CO PROBATION E 4TH ST CLT",2
"574","ATL","MECKLENBURG CO PROBATION EXEC CTR DRIVE",1
"575","ATL","MECKLENBURG COUNTY JAIL",21
"576","ATL","Mecklenburg County Jail 287G",6
"577","ATL","MECKLENBURG COUNTY JAIL 287G",801
"578","ATL","MECKLENBURG COUNTY, NC",1604
"579","ATL","MERIWETHER COUNTY, GA",4
"580","ATL","MIA GENERAL AREA, NON-SPECIFIC",1
"581","ATL","MILLEDGEVILLE, GA",7
"582","ATL","MILLEN, GA",1
"583","ATL","MILLER COUNTY JAIL, GA",1
"584","ATL","MILTON, GA",2
"585","ATL","MITCHELL COUNTY JAIL, GA",1
"586","ATL","MITCHELL COUNTY, NC",5
"587","ATL","MOCKSVILLE, NC",10
"588","ATL","MONROE COUNTY, GA",4
"589","ATL","MONROE PROBATION OFFICE",1
"590","ATL","MONROE, GA",4
"591","ATL","MONTGOMERY COUNTY JAIL",17
"592","ATL","MONTGOMERY COUNTY, NC",5
"593","ATL","MONTICELLO, GA",1
"594","ATL","MOORE CO PROBATION MONROE ST CARTHAGE",1
"595","ATL","MOORE COUNTY JAIL",8
"596","ATL","MOORE COUNTY JAIL, NC",1
"597","ATL","MOORE COUNTY, NC",7
"598","ATL","MORGAN COUNTY, GA",6
"599","ATL","MORGAN, GA (CALHOUN COUNTY)",1
"600","ATL","MORGANTON, NC",16
"601","ATL","MORROW PROBATION OFFICE",6
"602","ATL","MORROW, GA (CLAYTON COUNTY)",16
"603","ATL","MOULTRIE PROBATION OFFICE",2
"604","ATL","MOULTRIE, GA",34
"605","ATL","MOUNT AIRY, NC",16
"606","ATL","MOUNT ZION, GA (CARROLL COUNTY)",1
"607","ATL","MURRAY COUNTY, GA",7
"608","ATL","MUSCOGEE COUNTY JAIL, GA",63
"609","ATL","NASH COUN TY JAIL",1
"610","ATL","NASH COUNTY FUGITIVE OPERATIONS",16
"611","ATL","NASH COUNTY JAIL",35
"612","ATL","NASH COUNTY PROBATION NASHVILLE, NC",1
"613","ATL","NASH COUNTY SHERIFF'S OFFICE",1
"614","ATL","NC DEPARTMENT OF CORRECTIONS",376
"615","ATL","NC DEPT OF CORRECTIONS FACILITY",178
"616","ATL","NEVADA DEPARTMENT OF CORRECTIONS",1
"617","ATL","NEW HANOVER COUNTY FUGITIVE OPERATIONS",7
"618","ATL","New Hanover County Jail",216
"619","ATL","New Hanover County, NC",6
"620","ATL","NEWBERRY, SC",150
"621","ATL","NEWTON COUNTY, GA",13
"622","ATL","NORCROSS, GA",213
"623","ATL","NORMAN PARK, GA",4
"624","ATL","NORTH-HAMPTON COUNTY JAIL",2
"625","ATL","OAK GENERAL AREA, NON-SPECIFIC",2
"626","ATL","OAKWOOD, GA",3
"627","ATL","OCILLA, GA",11
"628","ATL","OCONEE COUNTY",42
"629","ATL","OCONEE COUNTY, GA",11
"630","ATL","OGLETHORPE COUNTY, GA",7
"631","ATL","OMEGA, GA",3
"632","ATL","ONSLOW COUNTY FUGITIVE OPERATIONS",3
"633","ATL","Onslow County Jail",24
"634","ATL","Onslow County, NC",7
"635","ATL","ORANGE COUNTY FUGITIVE OPERATIONS",45
"636","ATL","ORANGE COUNTY JAIL",32
"637","ATL","ORANGEBURG COUNTY, SC",29
"638","ATL","ORANGEBURG-CALHOUN REGIONAL DETENTION CENTER",18
"639","ATL","ORL - CENTRAL FLORIDA RECEPTION CENTER FL DOC",2
"640","ATL","ORL GENERAL AREA, NON-SPECIFIC",1
"641","ATL","PAGELAND, SC",1
"642","ATL","PALMETTO, GA",2
"643","ATL","PAMLICO COUNTY JAIL",13
"644","ATL","PASQUOTANK COUNTY JAIL",10
"645","ATL","PAULDING COUNTY, GA",9
"646","ATL","PEACH COUNTY JAIL, GA",8
"647","ATL","PEACHTREE CITY, GA",1
"648","ATL","PENDER COUNTY FUGITIVE OPERATIONS",1
"649","ATL","Pender County Jail",11
"650","ATL","Pender County Probation Burgaw, NC",5
"651","ATL","Pender DOC",9
"652","ATL","PERRY, GA",2
"653","ATL","PERSON COUNTY FUGITIVE OPERATIONS",3
"654","ATL","PERSON COUNTY JAIL",15
"655","ATL","PICKENS COUNTY",40
"656","ATL","PICKENS COUNTY, GA",4
"657","ATL","PIEDMONT REGIONAL JAIL-VA",1
"658","ATL","PIERCE COUNTY, GA",14
"659","ATL","PIKE COUNTY, GA",2
"660","ATL","PIKENS COUNTY, SC",2
"661","ATL","PITT COUNTY FUGITIVE OPERATIONS",20
"662","ATL","PITT COUNTY JAIL",96
"663","ATL","POLK COUNTY JAIL",1
"664","ATL","POLK COUNTY, GA",19
"665","ATL","POLK COUNTY, NC",1
"666","ATL","POWDER SPRINGS, GA",6
"667","ATL","PULASKI COUNTY JAIL, GA",6
"668","ATL","PUTNAM COUNTY, GA",7
"669","ATL","RABUN COUNTY, GA",17
"670","ATL","RANDOLPH COUNTY JAIL",44
"671","ATL","RANDOLPH COUNTY JAIL, NC",2
"672","ATL","RANDOLPH COUNTY, GA",8
"673","ATL","RANDOLPH COUNTY, NC",4
"674","ATL","RDU GENERAL AREA, NON-SPECIFIC",440
"675","ATL","RDU GENERAL AREA, WAKE 287G",4
"676","ATL","REIDSVILLE, GA",3
"677","ATL","REIDSVILLE, NC",6
"678","ATL","RENTZ, GA",1
"679","ATL","RICHLAND COUNTY PROBATION & PAROLE OFFICE	",4
"680","ATL","RICHLAND COUNTY, SC",307
"681","ATL","RICHMOND COUNTY JAIL",4
"682","ATL","RICHMOND COUNTY, NC",4
"683","ATL","RICMOND COUNTY, GA",28
"684","ATL","RIDGELAND CORRECTIONAL INSTITUTION",42
"685","ATL","RINGGOLD, GA",8
"686","ATL","RIVERDALE MUNICIPAL PROBATION",2
"687","ATL","RIVERDALE, GA",19
"688","ATL","ROBESON CO PROBATION 117 W 5TH ST LUMBERTON",1
"689","ATL","ROBESON COUNTY FUGITIVE OPERATIONS",14
"690","ATL","ROBESON COUNTY JAIL",111
"691","ATL","ROBESON COUNTY, NC",1
"692","ATL","ROCKDALE COUNTY, GA",35
"693","ATL","ROCKINGHAM COUNTY JAIL",44
"694","ATL","ROCKINGHAM COUNTY, NC",1
"695","ATL","ROCKINGHAM, NC",8
"696","ATL","ROCKMART, GA",1
"697","ATL","ROME PROBATION OFFICE",1
"698","ATL","ROME, GA",40
"699","ATL","ROSWELL MUNICIPAL PROBATION",4
"700","ATL","ROSWELL, GA",46
"701","ATL","Roswell, NM Sub-Office, NM",3
"702","ATL","ROWAN CO PROBATION 122 E KERR ST SALISBURY",1
"703","ATL","ROWAN COUNTY JAIL",49
"704","ATL","ROWAN COUNTY, NC",10
"705","ATL","ROYSTON, GA",1
"706","ATL","RUTHERFORD COUNTY JAIL",7
"707","ATL","RUTHERFORD COUNTY, NC",2
"708","ATL","SALUDA COUNTY, SC",9
"709","ATL","SALUDA, SC",105
"710","ATL","SAMPSON COUNTY FUGITIVE OPERATIONS",22
"711","ATL","SAMPSON COUNTY JAIL",101
"712","ATL","SAMPSON COUNTY PROBATION CLINTON NC",2
"713","ATL","SANDERSVILLE, GA",1
"714","ATL","SANDY SPRINGS, GA",15
"715","ATL","SAV GENERAL AREA, NON-SPECIFIC",491
"716","ATL","SAVANNAH, GA",56
"717","ATL","SC DEPT. OF CORRECTIONS ALLENDALE CORRECTIONAL INSTITUTION",1
"718","ATL","SC DEPT. OF CORRECTIONS MCDOUGALL CORRECTIONAL INSTITUTION",4
"719","ATL","SC DEPT. OF CORRECTIONS RIDGELAND CORRECTIONAL INSTITUTION",5
"720","ATL","SC DEPT. OF CORRECTIONS TURBEVILLE CORRECTIONAL INSTITUTION",3
"721","ATL","SC INTEROPERABILITY LAFO",1
"722","ATL","SCOTLAND COUNTY JAIL",1
"723","ATL","SCREVEN, GA",1
"724","ATL","SEMINOLE COUNTY JAIL, GA",4
"725","ATL","SENOIA, GA",2
"726","ATL","SMYRNA MUNICIPAL PROBATION",6
"727","ATL","SMYRNA, GA (COBB COUNTY)",62
"728","ATL","SMYRNA, GA (MORGAN COUNTY)",2
"729","ATL","SNELLVILLE, GA",8
"730","ATL","SOPERTON, GA",1
"731","ATL","SOUTH CAROLINA DEPARTMENT OF CORRECTIONS",95
"732","ATL","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",3
"733","ATL","SPALDING COUNTY, GA",8
"734","ATL","SPARTA, NC",5
"735","ATL","SPARTANBURG COUNTY",273
"736","ATL","SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE",1
"737","ATL","SPARTANBURG COUNTY DETENTION CENTER",1
"738","ATL","SPARTANBURG COUNTY PROBATION & PAROLE OFFICE",3
"739","ATL","SPARTANBURG, SC",18
"740","ATL","SPRINGFIELD, GA (EFFINGHAM COUNTY)",2
"741","ATL","STANLEY COUNTY JAIL",5
"742","ATL","STANLEY COUNTY, NC",4
"743","ATL","STEPHENS COUNTY, GA",3
"744","ATL","STEWART DETENTION CENTER",2
"745","ATL","STEWART DETENTION CENTER REPROCESSING",14
"746","ATL","STG GENERAL AREA, NON-SPECIFIC",1278
"747","ATL","STOCKBRIDGE, GA",7
"748","ATL","STOKES COUNTY, NC",5
"749","ATL","STONE MOUNTAIN, GA",28
"750","ATL","STUART-VCAS",2
"751","ATL","SUGAR HILL, GA (GWINNETT COUNTY)",2
"752","ATL","SUMMERVILLE, GA",1
"753","ATL","SUMTER COUNTY JAIL, GA",32
"754","ATL","SUMTER COUNTY, SC",61
"755","ATL","SURRY COUNTY JAIL",21
"756","ATL","SURRY COUNTY, NC",3
"757","ATL","SUWANEE, GA",2
"758","ATL","SWAIN COUNTY JAIL",1
"759","ATL","SWAIN COUNTY, NC",1
"760","ATL","Tabor DOC",54
"761","ATL","TAL GENERAL AREA, NON-SPECIFIC",3
"762","ATL","TAL-NORTHWEST FLORIDA RECEPTION CENTER",1
"763","ATL","TALIAFERRO COUNTY, GA",2
"764","ATL","TAM GENERAL AREA, NON-SPECIFIC",1
"765","ATL","TATTNALL COUNTY, GA",12
"766","ATL","TAYLOR COUNTY, GA",1
"767","ATL","TELFAIR COUNTY SHERIFFS, GA",2
"768","ATL","TELFAIR COUNTY, GA",2
"769","ATL","TEMPLE, GA",1
"770","ATL","TERRELL COUNTY JAIL, GA",4
"771","ATL","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",7
"772","ATL","THOMAS COUNTY JAIL, GA",3
"773","ATL","THOMAS COUNTY, GA",1
"774","ATL","THOMASTON, GA",3
"775","ATL","THOMASVILLE, GA (THOMAS COUNTY)",1
"776","ATL","THOMASVILLE, NC",10
"777","ATL","THOMSON, GA",1
"778","ATL","TIFT COUNTY JAIL, GA",33
"779","ATL","TIFT COUNTY, GA",4
"780","ATL","TIFTON, GA",1
"781","ATL","TOCCOA, GA",2
"782","ATL","TOOMBS COUNTY, GA",3
"783","ATL","TOWNS COUNTY, GA",7
"784","ATL","TRANSYLVANIA COUNTY JAIL",5
"785","ATL","TRANSYLVANIA COUNTY, NC",1
"786","ATL","TRENTON, GA",7
"787","ATL","TRION MUNICIPAL COURT PROBATION",2
"788","ATL","TROUP COUNTY, GA",39
"789","ATL","TROY, NC",7
"790","ATL","TUCKER OFFICE (FEDERAL PROBATION & PAROLE)",4
"791","ATL","TUCKER, GA",31
"792","ATL","TURBEVILLE CORRECTIONAL INSTITUTION",1
"793","ATL","TURNER COUNTY, GA",6
"794","ATL","TWIGGS COUNTY, GA",1
"795","ATL","TYRRELL COUNTY FUGITIVE OPERATIONS",1
"796","ATL","UNADILLA, GA",1
"797","ATL","UNION CITY, GA",7
"798","ATL","UNION COUNTY",1
"799","ATL","UNION COUNTY JAIL",242
"800","ATL","UNION COUNTY, GA",3
"801","ATL","UNION COUNTY, NC",46
"802","ATL","UPSON COUNTY, GA",3
"803","ATL","US MARSHALLS",9
"804","ATL","US MARSHALS - COLUMBIA, SC",21
"805","ATL","USP ATLANTA, ATLANTA, GA",168
"806","ATL","VALDOSTA PROBATION OFFICE",2
"807","ATL","VALDOSTA, GA",10
"808","ATL","VANCE CO PROBATION HENDERSON",1
"809","ATL","VANCE COUNTY FUGITIVE OPERATIONS",13
"810","ATL","VANCE COUNTY JAIL",14
"811","ATL","VIENNA, GA",1
"812","ATL","VILLA RICA, GA",2
"813","ATL","VIOLENT CRIMINAL ALIEN SECTION",1
"814","ATL","VIRGINIA BEACH, VIRGINIA",1
"815","ATL","WAKE CO PROBATION 316 FAYETTEVILLE ST RALEIGH",1
"816","ATL","WAKE COUNTY FUGITIVE OPERATIONS",236
"817","ATL","WAKE COUNTY JAIL",1251
"818","ATL","Wake County Jail 287(g)",163
"819","ATL","WAKE COUNTY JAIL 287(G)",55
"820","ATL","WAKE COUNTY SHERIFF",16
"821","ATL","WALKER COUNTY, GA",7
"822","ATL","WALTON COUNTY, GA",13
"823","ATL","WARE COUNTY, GA",28
"824","ATL","WARNER ROBINS, GA",34
"825","ATL","WARREN COUNTY FUGITIVE OPERATIONS",3
"826","ATL","WARREN COUNTY JAIL",3
"827","ATL","WASHINGTON COUNTY FUGITIVE OPERATIONS",1
"828","ATL","WASHINGTON COUNTY JAIL",2
"829","ATL","WASHINGTON COUNTY, GA",2
"830","ATL","WATAUGA COUNTY JAIL",6
"831","ATL","WATKINSVILLE, GA",3
"832","ATL","WAYNE CO PROBATION 109 ORMOND AVE GOLDSBORO",1
"833","ATL","WAYNE COUNTY FUGITIVE OPERATIONS",47
"834","ATL","WAYNE COUNTY JAIL",45
"835","ATL","WAYNE COUNTY, GA",30
"836","ATL","WHEELER COUNTY, GA",1
"837","ATL","WHITE COUNTY, GA",5
"838","ATL","WHITFIELD COUNTY JAIL - 287(G)",392
"839","ATL","Whitfield County Sheriff's Office",16
"840","ATL","WHITFIELD COUNTY, GA",20
"841","ATL","WIL GENERAL AREA, NON-SPECIFIC",215
"842","ATL","WILCOX COUNTY JAIL, GA",4
"843","ATL","WILIKINSON COUNTY, GA",1
"844","ATL","WILKES COUNTY JAIL",27
"845","ATL","WILKES COUNTY, GA",4
"846","ATL","WILKES COUNTY, NC",4
"847","ATL","WILLIAMSBURG COUNTY DETENTION CENTER",10
"848","ATL","WILLIAMSBURG COUNTY, SC",4
"849","ATL","WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION",253
"850","ATL","WILMINGTON POLICE DEPARTMENT",2
"851","ATL","WILSON CO PROBATION WILSON, NC",7
"852","ATL","WILSON COUNTY FUGITIVE OPERATIONS",24
"853","ATL","WILSON COUNTY JAIL",40
"854","ATL","WINDER MUNICIPAL PROBATION",1
"855","ATL","WINDER, GA",37
"856","ATL","WINSTON-SALEM, NC",110
"857","ATL","WOODSTOCK, GA",22
"858","ATL","WORTH COUNTY, GA",3
"859","ATL","WRIGHTSVILLE, GA",3
"860","ATL","XRA GENERAL AREA, NON-SPECIFIC",3
"861","ATL","YADKIN COUNTY JAIL",24
"862","ATL","YADKIN COUNTY, NC",1
"863","ATL","YADKINVILLE, NC",1
"864","ATL","YANCEY COUNTY JAIL",5
"865","ATL","YANCEY COUNTY JAIL, NC",1
"866","ATL","YANCEY COUNTY, NC",3
"867","ATL","YCJ GENERAL AREA, NON-SPECIFIC",58
"868","ATL","YORK COUNTY (SC) JAIL 287G",238
"869","ATL","YORK COUNTY, SC",3
"870","ATL","ZEBULON, GA (PIKE COUNTY)",1
"871","ATL",NA,845
"872","BAL","287(G)-ANNE ARUNDEL COUNTY DETENTION FACILITIES",1
"873","BAL","287(G)-PASCO COUNTY SHERIFF'S OFFICE",1
"874","BAL","ABERDEEN PROVING GROUND POLICE",1
"875","BAL","ALLEGANY COUNTY DETENTION CENTER",3
"876","BAL","ALLEGANY COUNTY DISTRICT/CIRCUIT COURT",1
"877","BAL","ALLEGANY COUNTY MD",3
"878","BAL","ANNE ARUNDEL COUNTY DETENTION CENTER",87
"879","BAL","ANNE ARUNDEL COUNTY DISTRICT/CIRCUIT COURT",4
"880","BAL","ANNE ARUNDEL COUNTY MD",316
"881","BAL","ANNE ARUNDEL COUNTY POLICE DEPARTMENT",6
"882","BAL","BALTIMORE CITY CENTRAL BOOKING",15
"883","BAL","BALTIMORE CITY DETENTION CENTER",66
"884","BAL","BALTIMORE CITY DISTRICT/CIRCUIT COURT",1
"885","BAL","BALTIMORE CITY MD",1322
"886","BAL","BALTIMORE CITY POLICE DEPARTMENT",2
"887","BAL","BALTIMORE COUNTY BUREAU OF CORRECTIONS",55
"888","BAL","BALTIMORE COUNTY DISTRICT/CIRCUIT COURT",5
"889","BAL","BALTIMORE COUNTY MD",359
"890","BAL","BALTIMORE COUNTY POLICE DEPARTMENT",4
"891","BAL","BALTIMORE ISAP OFFICE",5
"892","BAL","CALVERT COUNTY MD",2
"893","BAL","CAMBRIDGE, MD GENERAL AREA",4
"894","BAL","CAROLINE COUNTY DETENTION CENTER",26
"895","BAL","Caroline County General Area",8
"896","BAL","CARROLL COUNTY DETENTION CENTER",5
"897","BAL","CARROLL COUNTY MD",35
"898","BAL","CARROLL COUNTY POLICE",1
"899","BAL","CECIL COUNTY DETENTION CENTER",8
"900","BAL","CECIL COUNTY MD",26
"901","BAL","CECIL COUNTY POLICE DEPARTMENT",1
"902","BAL","CENTREVILLE, MD GENERAL AREA",5
"903","BAL","CHARLES COUNTY DETENTION CENTER",1
"904","BAL","CHARLES COUNTY DISTRICT/CIRCUIT COURT",1
"905","BAL","CHARLES COUNTY MD",17
"906","BAL","CHARLES COUNTY POLICE DEPARTMENT",1
"907","BAL","CIS REFERRAL CASES TO BAL ERO",38
"908","BAL","DORCHESTER COUNTY DETENTION CENTER",22
"909","BAL","DORCHESTER COUNTY GENERAL AREA",9
"910","BAL","EASTERN CORRECTIONAL INSTITUTION",33
"911","BAL","EASTON, MD GENERAL AREA",22
"912","BAL","FCD GENERAL AREA, NON-SPECIFIC",32
"913","BAL","FEDERAL CORRECTIONAL INSTITUTION - CUMBERLAND",31
"914","BAL","FORT SMITH ICE OFFICE",1
"915","BAL","FRD GENERAL AREA, NON-SPECIFIC",2
"916","BAL","FREDERICK COUNTY DETENTION CENTER",113
"917","BAL","FREDERICK COUNTY DISTRICT/CIRCUIT COURT",1
"918","BAL","FREDERICK COUNTY MD",176
"919","BAL","GARRET COUNTY MD",1
"920","BAL","HARFORD COUNTY DETENTION CENTER",82
"921","BAL","HARFORD COUNTY DISTRICT/CIRCUIT COURT",2
"922","BAL","HARFORD COUNTY MD",52
"923","BAL","HOWARD COUNTY DETENTION CENTER",53
"924","BAL","HOWARD COUNTY DISTRICT/CIRCUIT COURT",5
"925","BAL","HOWARD COUNTY MD",78
"926","BAL","HOWARD COUNTY POLICE",1
"927","BAL","KENT COUNTY DETENTION CENTER",12
"928","BAL","KENT COUNTY GENERAL AREA",9
"929","BAL","LVG GENERAL AREA, NON-SPECIFIC",1
"930","BAL","MARYLAND ADULT PROBATION AND PAROLE",57
"931","BAL","MARYLAND CORRECTIONAL ADJUSTMENT CENTER",2
"932","BAL","MARYLAND CORRECTIONAL INSTITUTION - HAGERSTOWN",131
"933","BAL","MARYLAND CORRECTIONAL INSTITUTION - JESSUP",55
"934","BAL","MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN",6
"935","BAL","MARYLAND RECEPTION DIAGNOSTIC & CLASSIFICATION CENTER",13
"936","BAL","MARYLAND TRANSPORTATION AUTHORITY",1
"937","BAL","MD STATE POLICE",1
"938","BAL","METROPOLITAN TRANSITION CENTER",2
"939","BAL","MONTGOMERY COUNTY DETENTION CENTER",217
"940","BAL","MONTGOMERY COUNTY DISTRICT/CIRCUIT COURT",34
"941","BAL","MONTGOMERY COUNTY MD",385
"942","BAL","MONTGOMERY COUNTY POLICE",16
"943","BAL","NON DETAINED ENCOUNTERS AT BAL ERO",212
"944","BAL","NSA POLICE DEPARTMENT",16
"945","BAL","OCEAN CITY POLICE",8
"946","BAL","OCEAN CITY, MD GENERAL AREA",7
"947","BAL","Parole and Probation",52
"948","BAL","PRINCE GEORGE'S COUNTY MD",598
"949","BAL","PRINCE GEORGES COUNTY DETENTION CENTER",38
"950","BAL","PRINCE GEORGES COUNTY DISTRICT/CIRCUIT COURT",17
"951","BAL","PRINCE GEORGES COUNTY POLICE",34
"952","BAL","QUEEN ANNE'S COUNTY DETENTION CENTER",1
"953","BAL","QUEEN ANNE'S COUNTY GENERAL AREA",5
"954","BAL","QUEEN ANNES COUNTY DETENTION CENTER",89
"955","BAL","ROCKINGHAM COUNTY NH",1
"956","BAL","SALISBURY, MD GENERAL AREA",34
"957","BAL","SBD GENERAL AREA, NON-SPECIFIC",1
"958","BAL","Snow Hill, MD General Area",4
"959","BAL","SOMERSET COUNTY DETENTION CENTER",7
"960","BAL","ST MARYS COUNTY DETENTION CENTER",2
"961","BAL","ST MARYS COUNTY MD",12
"962","BAL","TALBOT COUNTY DETENTION CENTER",7
"963","BAL","TALBOT COUNTY GENERAL AREA",40
"964","BAL","TAM-HILLSBOROUGH COUNTY JAIL",1
"965","BAL","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",2
"966","BAL","UNITED STATES MARSHALL SERVICE",106
"967","BAL","UTAH COUNTY JAIL - UT",1
"968","BAL","WAS GENERAL AREA, NON-SPECIFIC",6
"969","BAL","WASHINGTON COUNTY DETENTION CENTER",2
"970","BAL","WASHINGTON COUNTY DISTRICT/CIRCUIT COURT",2
"971","BAL","WASHINGTON COUNTY MD",26
"972","BAL","WCD General Area",170
"973","BAL","WESTERN CORRECTIONAL INSTITUTION",5
"974","BAL","WICOMICO COUNTY DETENTION CENTER",105
"975","BAL","WICOMICO COUNTY GENERAL AREA",76
"976","BAL","WORCESTER COUNTY DETENTION CENTER",57
"977","BAL","WORCESTER COUNTY GENERAL AREA",16
"978","BAL","X1R GENERAL AREA, NON-SPECIFIC",1
"979","BAL",NA,83
"980","BOS","287(G) MASSACHUSETTS DOC JAIL ENFORCMENT",1
"981","BOS","ALTERNATIVES TO DETENTION",31
"982","BOS","ANDROSCOGGIN COUNTY JAIL, AUBURN",5
"983","BOS","ATD MA STATE",92
"984","BOS","AYER DISTRICT COURT",7
"985","BOS","AYER POLICE DEPT",1
"986","BOS","BARNSTABLE COUNTY HOC",2
"987","BOS","BARNSTABLE DISTRICT COURT",1
"988","BOS","BELKNAP COUNTY DOC",8
"989","BOS","BELKNAP COUNTY NH",16
"990","BOS","BERKSHIRE COUNTY HOUSE OF CORRECTIONS, PITTSFIELD, MA",1
"991","BOS","BIDDEFORD POLICE DEPARTMENT",2
"992","BOS","BLOOMFIELD, CT",2
"993","BOS","BNS GENERAL AREA, NON-SPECIFIC",3
"994","BOS","BOS GENERAL AREA, NON-SPECIFIC",1
"995","BOS","BOSTON APPEALS COURT , CENTER PLAZA,",1
"996","BOS","BOSTON DISTRICT COURT BRIGHTON",4
"997","BOS","BOSTON DISTRICT COURT DOWNTOWN BOSTON",17
"998","BOS","BOSTON DISTRICT COURT EAST BOSTON",28
"999","BOS","BOSTON DISTRICT COURT ROXBURY",11
"1000","BOS","BOSTON DISTRICT COURT SOUTH BOSTON",5
"1001","BOS","BOSTON DISTRICT COURT WEST ROXBURY",2
"1002","BOS","BOSTON ICE OFFICE - JFK FEDERAL BLDG, BOSTON",119
"1003","BOS","BOSTON LOGAN AIRPORT",3
"1004","BOS","BOSTON MUNICIPAL COURT",26
"1005","BOS","BOSTON PD BACKBAY, SOUTH END, FENWAY, BRIGHTON",12
"1006","BOS","BOSTON PD DORCHESTER, SOUTH BOSTON",16
"1007","BOS","BOSTON PD DOWNTOWN,CHINA TOWN, CHARLESTOWN,E.BOS.",37
"1008","BOS","BOSTON PD N.DORCHESTER,MATTAPAN,ROXBURY, MISSION HILL",20
"1009","BOS","BOSTON PD WEST ROXBURY, ROSLINDALE, HYDE PARK, JP",10
"1010","BOS","BOSTON POLICE SECURE COMMUNITIES",10
"1011","BOS","BOSTON SUPERIOR COURT DOWNTOWN",8
"1012","BOS","BRIDGEPORT CORRECTIONAL CENTER, BRIDGEPORT, CT",45
"1013","BOS","BRIDGEPORT, CT",66
"1014","BOS","BRIDGEWATER STATE HOSPITAL",4
"1015","BOS","BRIGHTON DISTRICT COURT",9
"1016","BOS","BRISTOL COUNTY HOC",16
"1017","BOS","BRISTOL, CT",9
"1018","BOS","BRISTOL, CT POLICE DEPARTMENT",2
"1019","BOS","BROCKTON DISTRICT COURT",18
"1020","BOS","BROCKTON POLICE DEPT",5
"1021","BOS","BROOKFIELD, CT",2
"1022","BOS","BROOKLINE DISTRICT COURT",9
"1023","BOS","BROOKLYN CORRECTIONAL INSTITUTION, BROOKLYN, CT",7
"1024","BOS","CAMBRIDGE DISTRICT COURT",11
"1025","BOS","CAMBRIDGE POLICE DEPT",3
"1026","BOS","CAP - MARICOPA COUNTY SHERIFFS OFFICE JAIL",1
"1027","BOS","CAP ACI",126
"1028","BOS","CAP BARNSTABLE MA",18
"1029","BOS","CAP BRISTOL MA",39
"1030","BOS","CAP DUKES MA",4
"1031","BOS","CAP STREET ARREST",84
"1032","BOS","CAP WYATT",19
"1033","BOS","CARROLL COUNTY NH",16
"1034","BOS","CARROLL COUNTY NH JAIL",4
"1035","BOS","CHARLESTOWN DISTRICT COURT",3
"1036","BOS","CHELSEA DISTRICT COURT",91
"1037","BOS","CHELSEA POLICE DEPT",22
"1038","BOS","CHESHIRE CORRECTIONAL INSTITUTION, CHESHIRE, CT",6
"1039","BOS","CHESHIRE COUNT NH",11
"1040","BOS","CHESHIRE COUNTY DOC",11
"1041","BOS","CHESHIRE, CT",2
"1042","BOS","CLINTON DISTRICT COURT",4
"1043","BOS","CLINTON POLICE DEPT",1
"1044","BOS","CONCORD DISTRICT COURT",5
"1045","BOS","CONCORD POLICE DEPT",3
"1046","BOS","COOS COUNTY JAIL",1
"1047","BOS","COOS COUNTY NH",2
"1048","BOS","CORRIGAN CORRECTIONAL INSTITUTION, UNCASVILLE, CT",12
"1049","BOS","CRANSTON PD",1
"1050","BOS","CT STATE POLICE TROOP A, SOUTHBURY, CT",1
"1051","BOS","CT STATE POLICE TROOP C, TOLLAND, CT",1
"1052","BOS","CT STATE POLICE TROOP D, DANIELSON, CT",2
"1053","BOS","CT STATE POLICE TROOP G, BRIDGEPORT, CT",1
"1054","BOS","CT STATE POLICE TROOP H, HARTFORD, CT",3
