"","apprehension_landmark","total"
"541","BENTON COUNTY PROBATION AND PAROLE",5
"542","BENTON COUNTY SHERIFFS OFFICE MISSOURI",1
"543","BENTON HARBOR, MICHIGAN",13
"544","BENZIE COUNTY JAIL, BEULAH, MI",3
"545","BERGEN COUNTY JAIL",333
"546","BERGEN COUNTY PD",11
"547","BERGENFIELD PD",6
"548","BERKELEY COUNTY DEPT. OF JUVENILE JUSTICE",1
"549","BERKELEY COUNTY DETENTION CENTER",273
"550","BERKELEY COUNTY, SC",145
"551","BERKELEY POLICE DEPARTMENT, MISSOURI",2
"552","BERKELEY TOWNSHIP POLICE DEPARTMENT",1
"553","BERKLEY HEIGHTS PD",1
"554","BERKS COUNTY FAMILY SHELTER",9
"555","BERKS COUNTY PRISON",107
"556","BERKS COUNTY PROBATION",11
"557","BERKSHIRE COUNTY HOUSE OF CORRECTIONS, PITTSFIELD, MA",1
"558","BERLIN BOROUGH POLICE DEPARTMENT",3
"559","BERLIN TOWNSHIP POLICE DEPARTMENT",3
"560","BERNALILLO COUNTY JUVENILE DETENTION CENTER   ABQ",1
"561","BERNALILLO COUNTY SHERIFFS OFFICE",4
"562","BERNARDS TWP PD",2
"563","BERNARDSVILLE PD",10
"564","BERRIEN COUNTY DISTRICT COURT PROBATION",3
"565","BERRIEN COUNTY JAIL, ST. JOSEPH, MI",90
"566","BERRIEN COUNTY PROBATION/PAROLE OFFICE",1
"567","BERRIEN COUNTY, GA",2
"568","BERTIE COUNTY JAIL",11
"569","BETHLEHEM POLICE DEPARTMENT",1
"570","BETHLEHEM POLICE DEPARTMENT - BETHLEHEM, PA",6
"571","BEVERLY HILLS POLICE DEPT, BEVERLY HILLS, CA",2
"572","BEVERLY POLICE DEPARTMENT",1
"573","BEXAR COUNTY JAIL - TX0150000",1100
"574","BHM GENERAL AREA, NON-SPECIFIC",1474
"575","BIBB COUNTY, GA",15
"576","BIDDEFORD POLICE DEPARTMENT",2
"577","BIG BEAR JAIL (SBSD) BIG BEAR, CA",6
"578","BIG HORN COUNTY JAIL, BASIN, WYOMING",3
"579","BIG HORN COUNTY, WYOMING",3
"580","BIG SANDY REGIONAL PAINTSVILLE, KY",2
"581","Big Spring BOP",9
"582","Big Spring BOP Facilities",2343
"583","BIG SPRING FCI",162
"584","BIGHORN COUNTY JAIL MT",5
"585","BIL GENERAL AREA, NON-SPECIFIC",8
"586","BILL LOGUE JUVENILE DETENTION CENTER, WACO, TEXAS",1
"587","BILLINGS STATE PAROLE AND PROBATION",1
"588","BINGHAM COUNTY JAIL IDAHO",22
"589","BINGHAM COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"590","BINGHAMTON, ITHACA FUGOPS",13
"591","BKI GENERAL AREA, NON-SPECIFIC",1318
"592","BLACKFORD COUNTY SHERIFF'S OFFICE, INDIANA",1
"593","BLACKHAWK COUNTY JAIL, IA",67
"594","Bladen County Jail",17
"595","Bladen County Probation Elizabethtown, NC",1
"596","Bladen County, NC",1
"597","BLAINE COUNTY JAIL",3
"598","BLAINE COUNTY JAIL ID",72
"599","BLAINE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"600","BLAIR COUNTY PRISON",8
"601","BLAIRSTOWN PD",1
"602","BLAIRSVILLE PROBATION OFFICE",3
"603","BLAIRSVILLE, GA",1
"604","BLANCO COUNTY JAIL - TX0160000",7
"605","BLAND CORRECTIONAL CENTER-VA",2
"606","BLECKLEY COUNTY, GA",1
"607","BLEDSOE COUNTY JAIL, TN",5
"608","BLG GENERAL AREA, NON-SPECIFIC",24
"609","BLOOMFIELD HILLS, MICHIGAN",12
"610","BLOOMFIELD PD",12
"611","BLOOMFIELD, CT",2
"612","BLOOMINGDALE PD",1
"613","BLOOMINGTON POLICE DEPARTMENT, MN",42
"614","BLOOMSBURG POLICE DEPARTMENT - BLOOMSBURG, PA",9
"615","BLOUNT COUNTY JAIL, TN",141
"616","BLUE EARTH COUNTY JAIL, MN",28
"617","BLUE RIDGE PROBATION OFFICE",1
"618","BLUE RIDGE, GA",5
"619","BLYTHE BORDER PATROL REPROCESSED CASE",1
"620","BLYTHE JAIL (RCSD) BLYTHE, CA",1
"621","BNS GENERAL AREA, NON-SPECIFIC",3
"622","BOGART, GA",7
"623","BOGOTA PD",1
"624","BOI GENERAL AREA, NON-SPECIFIC",231
"625","BOISE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"626","BOISE ICE OFFICE",17
"627","BOLIVAR COUNTY, MS",2
"628","BOND COUNTY SHERIFF'S OFFICE, IL",1
"629","BONNER COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"630","BONNERS FERRY CO. JAIL",3
"631","BONNEVILLE COUNTY JAIL ID",120
"632","BOONE COUNTY JAIL",3
"633","BOONE COUNTY JAIL, KY",78
"634","BOONE COUNTY SHERIFF'S OFFICE, IL",7
"635","BOONE COUNTY SHERIFF'S OFFICE, INDIANA",61
"636","BOONE COUNTY SHERIFFS OFFICE MISSOURI",46
"637","BOONE, NC",9
"638","BOONTON PD",3
"639","BOONTON TWP PD",1
"640","BOONVILLE CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",3
"641","BOP ARANSAS CO-COM FEDERAL RELEASE SITE, ROCKPORT, TX",61
"642","BOP BROOKLYN",26
"643","BOP FED MED CENTER LEXINGTON, KY",60
"644","BOP FEDERAL CORRECTIONAL INSTITUTION MIAMI",8
"645","BOP FEDERAL DETENTION CENTER MIAMI",51
"646","BOP FEDERAL DETENTION CENTER, HOUSTON, TX",5319
"647","BOP GILES W DALBY",5510
"648","BOP MANHATTAN",5
"649","BOPFCI WINTON, NC",390
"650","BORDENTOWN CITY POLICE DEPARTMENT",1
"651","BORDENTOWN TOWNSHIP POLICE DEPARTMENT",4
"652","BOS GENERAL AREA, NON-SPECIFIC",1
"653","BOSQUE COUNTY JAIL, MERIDIAN, TEXAS",13
"654","Bossier City Detention",6
"655","BOSSIER MEDIUM FACILITY",2
"656","Bossier Parish Court",1
"657","Bossier Parish Maximum",92
"658","BOSTON APPEALS COURT , CENTER PLAZA,",1
"659","BOSTON DISTRICT COURT BRIGHTON",4
"660","BOSTON DISTRICT COURT DOWNTOWN BOSTON",17
"661","BOSTON DISTRICT COURT EAST BOSTON",28
"662","BOSTON DISTRICT COURT ROXBURY",11
"663","BOSTON DISTRICT COURT SOUTH BOSTON",5
"664","BOSTON DISTRICT COURT WEST ROXBURY",2
"665","BOSTON ICE OFFICE - JFK FEDERAL BLDG, BOSTON",119
"666","BOSTON LOGAN AIRPORT",3
"667","BOSTON MUNICIPAL COURT",26
"668","BOSTON PD BACKBAY, SOUTH END, FENWAY, BRIGHTON",12
"669","BOSTON PD DORCHESTER, SOUTH BOSTON",16
"670","BOSTON PD DOWNTOWN,CHINA TOWN, CHARLESTOWN,E.BOS.",37
"671","BOSTON PD N.DORCHESTER,MATTAPAN,ROXBURY, MISSION HILL",20
"672","BOSTON PD WEST ROXBURY, ROSLINDALE, HYDE PARK, JP",10
"673","BOSTON POLICE SECURE COMMUNITIES",10
"674","BOSTON SUPERIOR COURT DOWNTOWN",8
"675","BOTETOURT COUNTY JAIL-VA",30
"676","BOTHELL CITY JAIL",1
"677","BOULDER CITY NEVADA JAIL",3
"678","Boulder County",83
"679","BOULDER COUNTY",15
"680","Boulder County Jail",11
"681","BOULDER COUNTY JAIL",3
"682","Boulder County Probation",25
"683","BOULDER COUNTY PROBATION OFFICE",3
"684","BOUND BROOK PD",20
"685","BOURBON COUNTY JAIL, KY",70
"686","BOURBON COUNTY SHERIFFS OFFICE, KANSAS",4
"687","BOWIE COUNTY CRIM AT LARGE",6
"688","BOWIE COUNTY GENERAL AREA",1
"689","BOWIE COUNTY JAIL",3
"690","BOWIE COUNTY JAIL ANNEX (BISTATE JAIL)",27
"691","BOWIE COUNTY NON CRIM",1
"692","BOWIE COUNTY PROBATION",15
"693","BOWIE COUNTY SHERIFF'S OFFICE",1
"694","BOWIE COUNTY SHERIFFS  OFFICE",13
"695","BOWLING GREEN CAP STREET ARREST",30
"696","BOX BUTTE COUNTY JAIL, NE",2
"697","BOX ELDER COUNTY JAIL - UT",30
"698","BOYD COUNTY DETENTION CTR, KY",2
"699","BOYLE COUNTY DETENTION CTR, KY",16
"700","BOZEMAN AREA",2
"701","BRACKEN COUNTY JAIL, KY",2
"702","BRADFORD COUNTY CORRECTIONAL FACILITY",4
"703","BRADFORD COUNTY PROBATION",1
"704","BRADLEY BEACH PD",6
"705","BRADLEY COUNTY JAIL",1
"706","BRADLEY COUNTY JAIL, TN",70
"707","BRANCH COUNTY JAIL, COLDWATER, MI",21
"708","BRANTLEY COUNTY GA",8
"709","BRAZORIA  POLICE DEPT,BRAZORIA, TX",5
"710","BRAZORIA CO JAIL, ANGLETON, TX",82
"711","BRAZORIA COUNTY JAIL, ANGLETON, TX",130
"712","BRAZORIA COUNTY PROBATION, ANGLETON, TX",12
"713","BRAZORIA POLICE DEPT, BRAZORIA, TX",2
"714","BRAZOS CO JAIL, BRYAN, TX",91
"715","BRAZOS COUNTY JAIL, BRYAN, TX",252
"716","BRAZOS COUNTY PROBATION, BRYAN, TX",5
"717","BRECKENRIDGE HILLS POLICE DEPARTMENT, MISSOURI",1
"718","BRECKINRIDGE CO DETENTION CENTER, KY",4
"719","BREMEN, GA",1
"720","BREMER COUNTY JAIL, IA",30
"721","BREMERTON CITY JAIL",1
"722","BRENHAM, TEXAS",9
"723","BREWSTER COUNTY JAIL",13
"724","BRI GENERAL AREA, NON-SPECIFIC",1
"725","BRICK TOWNSHIP POLICE DEPARTMENT",8
"726","BRIDGEPORT CORRECTIONAL CENTER, BRIDGEPORT, CT",45
"727","BRIDGEPORT, CT",66
"728","BRIDGETON POLICE DEPARTMENT",85
"729","BRIDGETON POLICE DEPARTMENT, MISSOURI",11
"730","BRIDGEWATER STATE HOSPITAL",4
"731","BRIDGEWATER TWP PD",11
"732","BRIELLE PD",7
"733","BRIGANTINE POLICE DEPARTMENT",1
"734","BRIGHTON DISTRICT COURT",9
"735","BRISTOL CITY JAIL-VA",3
"736","BRISTOL COUNTY HOC",16
"737","BRISTOL, CT",9
"738","BRISTOL, CT POLICE DEPARTMENT",2
"739","BRK AOR FUGITIVE OPERATIONS",326
"740","BRK GENERAL AREA, NON-SPECIFIC",252
"741","BRO GENERAL AREA, NON-SPECIFIC",18
"742","BROCKTON DISTRICT COURT",18
"743","BROCKTON POLICE DEPT",5
"744","BRONSON, MICHIGAN",1
"745","BROOKFIELD, CT",2
"746","BROOKFIELD, CT POLICE DEPARTMENT",1
"747","BROOKINGS CO JAIL, BROOKINGS, SD",47
"748","BROOKLINE DISTRICT COURT",9
"749","BROOKLYN ADMINISTRATIVE MDC (BOP)",1
"750","BROOKLYN CENTER PD, MN",1
"751","BROOKLYN CORRECTIONAL INSTITUTION, BROOKLYN, CT",7
"752","BROOKLYN PARK PD, MN",1
"753","BROOKS CORRECTIONAL FACILITY, MUSKEGON HEIGHTS, MI",4
"754","BROOKS COUNTY JAIL, FALFURRIAS, TX",1103
"755","BROOKS COUNTY JAIL, GA",3
"756","BROOKS COUNTY PROBATION, FALFURRIAS, TX",5
"757","BROOKS, GA  (FAYETTE COUNTY)",1
"758","BROOME COUNTY",33
"759","Broome County Jail",5
"760","BROOME COUNTY JAIL",2
"761","Broome County Probation",3
"762","Broome County Sheriff",2
"763","Broomfield County",11
"764","BROOMFIELD COUNTY",4
"765","Broomfield County Jail",5
"766","BROOMFIELD COUNTY JAIL",8
"767","Broomfield County Probation",7
"768","BROWARD CORRECTIONAL INSTITUTIONS (FEMALES)",2
"769","BROWARD COUNTY JAIL (CONTE)",5
"770","BROWARD COUNTY JAIL (NORTH BROWARD)",7
"771","BROWARD COUNTY JAIL (SHERIFFS NORTH)",1
"772","BROWARD COUNTY JAIL (STOCKADE)",1
"773","BROWARD COUNTY MAIN JAIL",22
"774","BROWN CO JAIL, ABERDEEN, SD",9
"775","BROWN COUNTY JAIL - BROWNWOOD, TX",11
"776","BROWN COUNTY JAIL, MN",3
"777","BROWN COUNTY SHERIFFS OFFICE KANSAS",2
"778","Brown County, TX At Large",5
"779","Brown County, TX Jail",12
"780","BROWNSVILLE CITY JAIL, TX",194
"781","BRRJ - AMHERST COUNTY DETENTION CENTER-VA",9
"782","BRRJ - BEDFORD ADULT DETENTION CENTER - VA",12
"783","BRRJ - CAMPBELL COUNTY DETENTION CENTER - VA",15
"784","BRRJ-LYNCHBURG CITY JAIL-VA",12
"785","BRULE CO JAIL, CHAMBERLAIN, SD",3
"786","BRUNSWICK CO PROBATION SHALOTTE",1
"787","Brunswick County",1
"788","BRUNSWICK COUNTY FUGITIVE OPERATIONS",3
"789","Brunswick County Jail",120
"790","BRUNSWICK COUNTY JAIL",1
"791","Brunswick County Probataion Govt. Center Dr. Bolivia, NC",1
"792","BRUNSWICK PROBATION OFFICE",4
"793","BRUNSWICK, GA",21
"794","BRYAN COUNTY JAIL",61
"795","BRYAN, TEXAS",32
"796","BSA GENERAL AREA, NON-SPECIFIC",1
"797","BSC GENERAL AREA, NON-SPECIFIC",2752
"798","BSD GENERAL AREA, NON-SPECIFIC",2
"799","BSOGEN GENERAL AREA, NON-SPECIFIC",2
"800","BTN GENERAL AREA, NON-SPECIFIC",146
"801","BUCHANAN COUNTY JAIL, IA",11
"802","BUCHANAN COUNTY SHERIFFS OFFICE MISSOURI",46
"803","BUCHANAN, GA",1
"804","BUCKS COUNTY CORRECTIONAL FACILITY",113
"805","BUCKS COUNTY PROBATION",3
"806","BUF GENERAL AREA, NON-SPECIFIC",1
"807","BUFFALO CORRECTIONAL FACILITY",7
"808","BUFFALO COUNTY JAIL, NE",18
"809","BUFFALO FEDERAL DETENTION FACILITY",138
"810","BUFFALO FUGOPS",217
"811","BUFFALO GENERAL - Do Not Use",192
"812","BUFORD, GA",17
"813","BULLHEAD POLICE DEPARTMENT",4
"814","BULLHEAD POLICE DEPT.",1
"815","BULLITT COUNTY DETENTION CTR, KY",19
"816","BULLOCH COUNTY JAIL",32
"817","BUNCOMBE COUNTY JAIL",30
"818","BUNCOMBE COUNTY, NC",9
"819","BUREAU OF PRISONS- FEDERAL CORRECTIONAL INST.",155
"820","BUREAU OF PRISONS- US ADMINISTRATIVE MAXIMUM",3
"821","BUREAU OF PRISONS-US PENITENTIARY",13
"822","BUREAU OF PRISONS, ENGLEWOOD, CO",24
"823","BURKE COUNTY JAIL",27
"824","BURKE COUNTY, NC",2
"825","BURLEIGH COUNTY JAIL, ND",19
"826","BURLESON CO JAIL, CALDWELL, TX",3
"827","BURLESON COUNTY JAIL, CALDWELL, TX",9
"828","BURLESON COUNTY PROBATION, CALDWELL, TX",4
"829","BURLESON POLICE DEPARTMENT",2
"830","BURLINGTON CITY POLICE DEPARTMENT",1
"831","BURLINGTON COUNTY JAIL",5
"832","BURLINGTON COUNTY SHERIFF",2
"833","BURLINGTON COUNTY, NEW JERSEY",64
"834","BURLINGTON, NC",13
"835","BURLNGTON TOWNSHIP POLICE DEPARTMENT",6
"836","BURNET COUNTY JAIL, BURNET, TEXAS",181
"837","BUSHNELL, FL PROBATION & PAROLE, FL DOC #052",2
"838","BUTLER COUNTY IOWA",2
"839","BUTLER COUNTY JAIL",287
"840","BUTLER COUNTY JAIL, NE",23
"841","BUTLER COUNTY PRISON",12
"842","BUTLER COUNTY SHEFIFF'S DEPARTMENT, MISSOURI",1
"843","BUTLER COUNTY SHERIFFS, EL DORADO, KANSAS",18
"844","BUTLER COUNTY, KY",8
"845","BUTLER PD",2
"846","BUTNER BOP FACILITY",168
"847","BUTNER MEDICAL FACILITY",24
"848","BUTTE COUNTY JAIL",20
"849","BUTTE SILVERBOW COUNTY JAIL MT",4
"850","BUTTE, MT PROBATION&PAROLE",1
"851","BUTTS COUNTY JAIL",25
"852","BYRON, GA",4
"853","C - BARRON COUNTY JAIL",4
"854","C - BUFFALO COUNTY JAIL",2
"855","C - BURNETT COUNTY JAIL",1
"856","C - CHIPPEWA COUNTY GENERAL AREA",1
"857","C - CHIPPEWA COUNTY JAIL",10
"858","C - CLARK COUNTY GENERAL AREA",6
"859","C - CLARK COUNTY JAIL",13
"860","C - DOUGLAS COUNTY JAIL",2
"861","C - DUNN COUNTY JAIL",4
"862","C - EAU CLAIRE COUNTY GENERAL AREA",9
"863","C - EAU CLAIRE COUNTY JAIL",16
"864","C - JACKSON COUNTY GENERAL AREA",2
"865","C - JACKSON COUNTY JAIL",3
"866","C - LINCOLN COUNTY JAIL",3
"867","C - MARATHON COUNTY GENERAL AREA",8
"868","C - MARATHON COUNTY JAIL",29
"869","C - ONIEDA COUNTY JAIL",1
"870","C - PIERCE COUNTY JAIL",2
"871","C - POLK COUNTY JAIL",1
"872","C - PORTAGE COUNTY JAIL",14
"873","C - RUSK COUNTY JAIL",3
"874","C - SAWYER COUNTY JAIL",1
"875","C - ST CROIX COUNTY JAIL",1
"876","C - TAYLOR COUNTY GENERAL AREA",8
"877","C - TAYLOR COUNTY JAIL",11
"878","C - TREMPEALEAU COUNTY GENERAL AREA",10
"879","C - TREMPEALEAU COUNTY JAIL",54
"880","C - VILAS COUNTY JAIL",1
"881","C - WOOD COUNTY GENERAL AREA",3
"882","C - WOOD COUNTY JAIL",12
"883","CABARRUS COUNTY JAIL",5
"884","Cabarrus County Jail 287G",1
"885","CABARRUS COUNTY JAIL 287G",196
"886","CABARRUS COUNTY, NC",35
"887","CABOT POLICE DEPARTMENT",1
"888","CAC GENERAL AREA, NON-SPECIFIC",16
"889","CACHE COUNTY JAIL - UT",138
"890","CADDO COUNTY JAIL",7
"891","Caddo Parish Corrections",4
"892","CAIRO, GA",22
"893","CALAVERAS COUNTY JAIL",6
"894","CALCASIEU PARISH JAIL",17
"895","CALDWELL COUNTY JAIL",13
"896","CALDWELL COUNTY JAIL, KY",6
"897","CALDWELL COUNTY JAIL, LOCKHART, TEXAS",64
"898","CALDWELL COUNTY SHERIFFS OFFICE MISSOURI",5
"899","CALDWELL COUNTY, NC",2
"900","CALEXICO BORDER PATROL",14
"901","CALEXICO WEST PORT OF ENTRY",4
"902","CALHOUN CO JAIL, PORT LAVACA, TX",5
"903","CALHOUN COUNTY GA",3
"904","CALHOUN COUNTY JAIL, ANNISTON, AL",3
"905","CALHOUN COUNTY JAIL, BATTLE CREEK, MI",44
"906","CALHOUN COUNTY JAIL, PORT LAVACA, TX",26
"907","CALHOUN COUNTY PROBATION",2
"908","CALHOUN COUNTY PROBATION, PORT LAVACA, TX",4
"909","CALHOUN COUNTY, MS",11
"910","CALHOUN COUNTY, SC",1
"911","CALHOUN PROBATION OFFICE",1
"912","CALHOUN, GA",26
"913","CALIFON PD",2
"914","CALIFORNIA CITY FEDERAL CORRECTIONAL INSTITUTION",53
"915","CALIFORNIA DEPARTMENT OF CORRECTIONS COMMUTE LIST",3
"916","CALIFORNIA DEPT CORRECTIONS PAROLE REGION 2 OAKLAND",1
"917","California Healthcare Facility",33
"918","CALIFORNIA HIGHWAY PATROL",2
"919","CALIFORNIA INSTITUTION FOR MEN CHINO, CA",339
"920","CALIFORNIA INSTITUTION FOR WOMEN CORONA, CA",62
"921","CALIFORNIA MENS COLONY EAST",24
"922","CALIFORNIA MENS COLONY WEST",52
"923","CALIFORNIA REHABILITATION CENTER NORCO, CA",253
"924","CALIFORNIA SUBSTANCE ABUSE TREATMENT FACILITY & STATE PRISON",172
"925","CALIPATRIA STATE PRISON",426
"926","Callahan County, TX Jail",2
"927","CALLAWAY COUNTY SHERIFFS OFFICE MISSOURI",4
"928","CALLOWAY COUNTY JAIL, KY",13
"929","CALVERT COUNTY MD",2
"930","CAMBRIA COUNTY PRISON",4
"931","CAMBRIDGE DISTRICT COURT",11
"932","CAMBRIDGE POLICE DEPT",3
"933","CAMBRIDGE, MD GENERAL AREA",4
"934","CAMDEM COUNTY GA",1
"935","CAMDEN CITY",3
"936","CAMDEN CITY POLICE DEPARTMENT",26
"937","CAMDEN COUNTY GA",18
"938","CAMDEN COUNTY PROSECUTOR (MEGHAN'S LAW)",1
"939","CAMDEN COUNTY SHERIFF",1
"940","CAMDEN COUNTY SHERIFFS OFFICE, MISSOURI",2
"941","CAMDEN COUNTY, NEW JERSEY",72
"942","CAMDEN POLICE DEPARTMENT",2
"943","CAMERON COUNTY JAIL- OLMITO, TX",1471
"944","CAMERON COUNTY SHERIFF OFFICE, OLMITO, TX",8
"945","CAMERON PARISH JAIL",1
"946","Camillus Town and Village Police Department",1
"947","CAMP COUNTY CRIM AT LARGE",4
"948","CAMP COUNTY GENERAL AREA",2
"949","CAMP COUNTY NON CRIM",1
"950","CAMP COUNTY PROBATION",3
"951","CAMP COUNTY SHERIFFS OFFICE",18
"952","CAMPBELL COUNTY DETENTION CTR, KY",9
"953","CAMPBELL COUNTY JAIL, GILLETTE, WYOMING",20
"954","CAMPBELL COUNTY JAIL, TN",21
"955","CAMPBELL COUNTY, WYOMING",54
"956","CANADIAN COUNTY JAIL",66
"957","CANTON PROBATION OFFICE",14
"958","CANTON TWP POLICE DEPARTMENT",16
"959","CANTON, GA",89
"960","CANTON, MICHIGAN",16
"961","CANYON COUNTY GENERAL AREA ID",11
"962","CANYON COUNTY JAIL ID",289
"963","CANYON COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"964","CANYON COUNTY PROBATION AND PAROLE ID",3
"965","CANYON COUNTY WORK RELEASE ID",1
"966","CAP -  HYDE PARK TOWN POLICE DEPARTMENT, NY STATE",4
"967","CAP - ALBANY DEPARTMENT OF MOTOR VEHICLE STATE",8
"968","CAP - ALBERTVILLE CITY JAIL, AL STATE",122
"969","CAP - ALCORN COUNTY JAIL MS STATE",23
"970","CAP - ALEXANDRIA CITY JAIL, AL STATE",8
"971","CAP - ALEXANDRIA CRIMINAL JUSTICE SERVICES-VA",12
"972","CAP - ALHAMBRA",244
"973","CAP - AMKC - ANNA M. KROSS CENTER NY STATE",11
"974","CAP - APACHE COUNTY JAIL",28
"975","CAP - APACHE JUNCTION COUNTY JAIL",6
"976","CAP - APACHE JUNCTION POLICE DEPARTMENT",2
"977","CAP - ARIZONA DEPARTMENT OF ECONOMIC SECURITY",3
"978","CAP - ARIZONA DEPARTMENT OF MOTOR VEHICLES",1
"979","CAP - ARIZONA DEPARTMENT OF PUBLIC SAFETY",109
"980","CAP - ARLINGTON COMMUNITY CORRECTIONS PROGRAM-VA",10
"981","CAP - AUTAUGA COUNTY JAIL, AL STATE",15
"982","CAP - AVONDALE CITY JAIL",79
"983","CAP - AVONDALE POLICE DEPARTMENT",8
"984","CAP - BARBOUR COUNTY JAIL, AL STATE",1
"985","CAP - BARTLETT POLICE DEPARTMENT TN STATE",27
"986","CAP - BBKC - BERNARD B. KERIK COMPLEX NY STATE",3
"987","CAP - BEACON POLICE DEPARTMENT, NY STATE",1
"988","CAP - BEDFORD CORRECTIONAL FACILITY NY STATE",2
"989","CAP - BEDFORD POLICE DEPARTMENT NY STATE",3
"990","CAP - BENTON COUNTY JAIL MS STATE",1
"991","CAP - BENTON COUNTY JAIL TN STATE",3
"992","CAP - BIBB COUNTY CORRECTIONAL CENTER - DOC - AL STATE",16
"993","CAP - BLOOMING GROVE TOWN POLICE DEPARTMENT, NY STATE",1
"994","CAP - BLOUNT COUNTY JAIL,  AL STATE",4
"995","CAP - BLOUNT COUNTY JAIL, AL STATE",6
"996","CAP - BOAZ CITY JAIL, AL STATE",12
"997","CAP - BOP - METROPOLITAN DETENTION CENTER - BROOKLYN NY STATE",2
"998","CAP - BOP BROOKLYN NY STATE",353
"999","CAP - BOP FCI MEMPHIS TN STATE",69
"1000","CAP - BOP MANHATTAN NY STATE",55
"1001","CAP - BREWSTER POLICE DEPARTMENT, NY STATE",33
"1002","CAP - BRIARCLIFF MANOR VILLAGE POLICE DEPARTMENT NY STATE",2
"1003","CAP - BRONX CENTRAL BOOKING NY STATE",10
"1004","CAP - BROOKLYN CENTRAL BOOKING NY State",13
"1005","CAP - BROOKLYN CRIMINAL COURT NY STATE",10
"1006","CAP - Buckeye, AZ PD",1
"1007","CAP - BULLOCK CORRECTIONAL FACILITY, AL STATE",2
"1008","CAP - BULLOCK COUNTY JAIL, AL STATE",2
"1009","CAP - BUTLER COUNTY JAIL, AL STATE",1
"1010","CAP - CALHOUN COUNTY JAIL, AL STATE",11
"1011","CAP - CAMERON COUNTY JAIL TX STATE",1
"1012","CAP - CARMEL POLICE DEPARTMENT, NY STATE",4
"1013","CAP - CARROLL COUNTY JAIL TN STATE",4
"1014","CAP - CARSON CITY JAIL, CARSON CITY NEVADA",50
"1015","CAP - CHAMBERS COUNTY JAIL, AL STATE",21
"1016","CAP - CHANDLER POLICE DEPARTMENT",26
"1017","CAP - CHEROKEE COUNTY JAIL, AL STATE",2
"1018","CAP - CHESAPEAKE COMMUNITY CORRECTIONS-VA",1
"1019","CAP - CHESTER COUNTY JAIL TN STATE",1
"1020","CAP - CHESTER VILLAGE POLICE DEPARTMENT, NY STATE",4
"1021","CAP - CHESTERFIELD COMMUNITY CORRECTIONS-VA",1
"1022","CAP - CHILTON COUNTY JAIL, AL STATE",79
"1023","CAP - CHOCTAW COUNTY JAIL, AL STATE",2
"1024","CAP - CHURCHILL COUNTY JAIL, FALLON, NEVADA",10
"1025","CAP - CITY OF POUGHKEEPSIE POLICE DEPARTMENT NY STATE",12
"1026","CAP - CLARKSTOWN POLICE DEPARTMENT, NY STATE",11
"1027","CAP - CLAY COUNTY JAIL AR STATE",2
"1028","CAP - CLEBURNE COUNTY JAIL, AL STATE",8
"1029","CAP - COCONINO COUNTY JAIL",186
"1030","CAP - COCONINO COUNTY SHERIFFS OFFICE",16
"1031","CAP - COFFEE COUNTY JAIL, AL STATE",49
"1032","CAP - COLBERT COUNTY JAIL, AL STATE",3
"1033","CAP - COLD SPRING POLICE DEPARTMENT, NY STATE",3
"1034","CAP - COLLIERVILLE POLICE DEPARTMENT TN STATE",49
"1035","CAP - COOSA COUNTY JAIL, AL STATE",3
"1036","CAP - CORNWALL TOWN POLICE DEPARTMENT, NY STATE",1
"1037","CAP - COUNTY, STATE, LEA REF NY STATE",21
"1038","CAP - COVINGTON COUNTY JAIL, AL STATE",2
"1039","CAP - CRENSHAW COUNTY JAIL, AL STATE",1
"1040","CAP - CRITTENDEN COUNTY JAIL AR STATE",7
"1041","CAP - CROCKETT COUNTY JAIL TN STATE",6
"1042","CAP - CROTON ON HUDSON VILLAGE POLICE DEPARTMENT NY STATE",4
"1043","CAP - CULLMAN COUNTY JAIL, AL STATE",25
"1044","CAP - DALE COUNTYJAIL, AL STATE",11
"1045","CAP - DECATUR CITY JAIL, AL STATE",4
"1046","CAP - DECATUR COUNTY JAIL TN STATE",9
"1047","CAP - DEKALB COUNTY JAIL, AL STATE",73
"1048","CAP - DEPARTMENT OF CORRECTIONS, NEVADA",171
"1049","CAP - DESOTO COUNTY JAIL MS STATE",210
"1050","CAP - DOBBS FERRY VILLAGE POLICE DEPARTMENT NY STATE",2
"1051","CAP - DONALDSON CORRECTIONAL FACILITY - DOC - AL STATE",1
"1052","CAP - DOTHAN CITY JAIL, AL STATE",16
"1053","CAP - DOUGLAS COUNTY JAIL, MINDEN, NEVADA",30
"1054","CAP - DOWNSTATE CORRECTIONAL FACILITY NY STATE",27
"1055","CAP - DRAPER CORRECTIONAL FACILITY - DOC - AL STATE",10
"1056","CAP - DUTCHESS COUNTY JAIL  NY STATE",99
"1057","CAP - DUTCHESS COUNTY PROBATION  NY STATE",22
"1058","CAP - DUTCHESS COUNTY SHERIFF NY STATE",12
"1059","CAP - DYER COUNTY JAIL TN STATE",8
"1060","CAP - EAST FISHKILL TOWN POLICE DEPARTMENT, NY STATE",3
"1061","CAP - EASTCHESTER TOWN POLICE DEPARTMENT NY STATE",3
