"","aor","apprehension_landmark","total"
"533","ATL","GRADY COUNTY, GA",2
"534","ATL","GRAHAM, NC",110
"535","ATL","GRANVILLE CO PROBATION OXFORD",5
"536","ATL","GRANVILLE COUNTY JAIL",67
"537","ATL","GRANVILLE FUGITIVE OPERATIONS",23
"538","ATL","GRAY, GA",2
"539","ATL","GREENE COUNTY FUGITIVE OPERATIONS",16
"540","ATL","GREENE COUNTY JAIL",33
"541","ATL","GREENE COUNTY, GA",24
"542","ATL","GREENSBORO GENERAL AREA",1
"543","ATL","GREENSBORO, GA",24
"544","ATL","GREENSBORO, NC",249
"545","ATL","GREENVILLE COUNTY",1222
"546","ATL","GREENVILLE COUNTY PROBATION & PAROLE OFFICE",8
"547","ATL","GREENVILLE COUNTY PROBATION & PAROLE OFFICE	",2
"548","ATL","GREENVILLE COUNTY, SC",4
"549","ATL","GREENVILLE, GA (CAMDEN COUNTY)",1
"550","ATL","GREENVILLE, GA (MERIWETHER COUNTY)",1
"551","ATL","GREENVILLE, SC",327
"552","ATL","GREENWOOD COUNTY",16
"553","ATL","GREENWOOD COUNTY, SC",154
"554","ATL","GRIFFIN, GA",27
"555","ATL","GRN GENERAL AREA, NON-SPECIFIC",195
"556","ATL","GROVETOWN MUNICIPAL PROBATION",4
"557","ATL","GROVETOWN, GA",83
"558","ATL","GRR GENERAL AREA, NON-SPECIFIC",92
"559","ATL","GSS GENERAL AREA, NON-SPECIFIC",1
"560","ATL","GUILFORD CO PROBATION S GREENE ST GREENSBORO",1
"561","ATL","GUILFORD COUNTY JAIL GREENSBORO",153
"562","ATL","GUILFORD COUNTY JAIL HIGH POINT",57
"563","ATL","GUILFORD COUNTY JAIL, NC",21
"564","ATL","GUILFORD COUNTY, NC",84
"565","ATL","GWINNETT COUNTY JAIL",870
"566","ATL","GWINNETT COUNTY JAIL - 287(G)",11782
"567","ATL","GWINNETT COUNTY, GA",12
"568","ATL","Gaston County Jail 287G",5
"569","ATL","HABERSHAM COUNTY, GA",89
"570","ATL","HALIFAX COUNTY FUGITIVE OPERATIONS",2
"571","ATL","HALIFAX COUNTY JAIL",16
"572","ATL","HALL COUNTY JAIL - 287(G)",2421
"573","ATL","HALL COUNTY, GA",20
"574","ATL","HAMILTON, GA",1
"575","ATL","HAMPTON COUNTY DETENTION CENTER",20
"576","ATL","HAMPTON COUNTY, SC",8
"577","ATL","HAMPTON, GA",15
"578","ATL","HANCOCK COUNTY, GA",1
"579","ATL","HAPEVILLE, GA",17
"580","ATL","HARALSON COUNTY PROBATION",1
"581","ATL","HARALSON COUNTY, GA",12
"582","ATL","HARNETT COUNTY FUGITIVE OPERATIONS",72
"583","ATL","HARNETT COUNTY JAIL",157
"584","ATL","HARRIS COUNTY, GA",55
"585","ATL","HART COUNTY, GA",9
"586","ATL","HARTSFIELD (AIRPORT) OFFICE (FEDERAL PROBATION & PAROLE)",2
"587","ATL","HARTWELL, GA",3
"588","ATL","HAWKINSVILLE, GA",4
"589","ATL","HAYWOOD CO PROBATION WAYNESVILLE",1
"590","ATL","HAYWOOD COUNTY JAIL",28
"591","ATL","HAYWOOD COUNTY, NC",5
"592","ATL","HAZELHURST PROBATION OFFICE",1
"593","ATL","HAZELHURST, GA (JEFF DAVIS COUNTY)",1
"594","ATL","HBG GENERAL AREA, NON-SPECIFIC",1
"595","ATL","HEARD COUNTY, GA",4
"596","ATL","HELENA, GA",2
"597","ATL","HEN GENERAL AREA, HENDERSON 287G",26
"598","ATL","HEN GENERAL AREA, NON-SPECIFIC",130
"599","ATL","HENDERSON CO PROBATION HENDERSONVILLE",1
"600","ATL","HENDERSON COUNTY JAIL",162
"601","ATL","HENDERSON COUNTY JAIL 287G",138
"602","ATL","HENDERSON COUNTY, NC",42
"603","ATL","HENDERSONVILLE, NC",3
"604","ATL","HENRY COUNTY, GA",171
"605","ATL","HEPHZIBAH, GA",5
"606","ATL","HERTFORD COUNTY FUGITIVE OPERATIONS",2
"607","ATL","HERTFORD COUNTY JAIL",5
"608","ATL","HIAWASSEE, GA",1
"609","ATL","HIGH DESERT STATE PRISON (NDOC)",5
"610","ATL","HIGH POINT, NC",104
"611","ATL","HILLSBOROUGH COUNTY NH",1
"612","ATL","HINESVILLE, GA",1
"613","ATL","HIRAM, GA",3
"614","ATL","HLG GENERAL AREA, NON-SPECIFIC",1
"615","ATL","HNT GENERAL AREA, NON-SPECIFIC",1
"616","ATL","HOKE CO PROBATION RAEFORD",1
"617","ATL","HOKE COUNTY FUGITIVE OPERATIONS",10
"618","ATL","HOKE COUNTY JAIL",129
"619","ATL","HOKE COUNTY, NC",1
"620","ATL","HOLLY SPRINGS, GA (CHEROKEE COUNTY)",34
"621","ATL","HOMER, GA",5
"622","ATL","HORRY COUNTY - J. RUEBEN LONG DETENTION CENTER",955
"623","ATL","HORRY COUNTY DEPT. OF JUVENILE JUSTICE",3
"624","ATL","HORRY COUNTY, SC",164
"625","ATL","HOUSTON COUNTY JAIL, GA",362
"626","ATL","HOUSTON COUNTY PROBATION, GA",1
"627","ATL","HOUSTON COUNTY, GA",7
"628","ATL","HOUSTON ERO FIELD OFFICE",1
"629","ATL","Henderson County Jail 287G",13
"630","ATL","Hoke County, NC",2
"631","ATL","INP GENERAL AREA, NON-SPECIFIC",1
"632","ATL","IREDELL CO PROBATION COOPER ST STATESVILLE",2
"633","ATL","IREDELL CO PROBATION N TRADD ST STATESVILLE",1
"634","ATL","IREDELL COUNTY JAIL",279
"635","ATL","IREDELL COUNTY, NC",27
"636","ATL","IRON CITY, GA",1
"637","ATL","IRWIN COUNTY JAIL, GA",9
"638","ATL","IRWING COUNTY, GA",48
"639","ATL","IRWINTON, GA",1
"640","ATL","JAC - COLUMBIA CI FLORIDA DOC",1
"641","ATL","JAC - FLORIDA DEPARTMENT OF CORRECTIONS",2
"642","ATL","JACKSON COUNTY JAIL",33
"643","ATL","JACKSON COUNTY, GA",342
"644","ATL","JACKSON COUNTY, NC",23
"645","ATL","JACKSON, GA",1986
"646","ATL","JASPER COUNTY DEPT. OF JUVENILE JUSTICE",2
"647","ATL","JASPER COUNTY DETENTION CENTER",378
"648","ATL","JASPER COUNTY PROBATION & PAROLE OFFICE	",1
"649","ATL","JASPER COUNTY, GA",11
"650","ATL","JASPER COUNTY, SC",74
"651","ATL","JASPER PROBATION OFFICE",1
"652","ATL","JASPER, GA",16
"653","ATL","JEFF DAVIS COUNTY GA",30
"654","ATL","JEFF DAVIS COUNTY, GA",1
"655","ATL","JEFFERSON COUNTY, GA",12
"656","ATL","JEFFERSON, GA (CAMDEN COUNTY)",6
"657","ATL","JEFFERSON, GA (JACKSON COUNTY)",38
"658","ATL","JEFFERSON, NC",10
"659","ATL","JENKINS COUNTY, GA",1
"660","ATL","JESUP, GA",2
"661","ATL","JNA GENERAL AREA, NON-SPECIFIC",2
"662","ATL","JOHNS CREEK, GA",3
"663","ATL","JOHNSON COUNTY, GA",6
"664","ATL","JOHNSTON CO PROBATION BERKSHIRE RD SMITHFIELD",3
"665","ATL","JOHNSTON COUNTY FUGITIVE OPERATIONS",245
"666","ATL","JOHNSTON COUNTY JAIL",294
"667","ATL","JOHNSTON COUNTY SHERIFF",34
"668","ATL","JONES COUNTY FUGITIVE OPERATIONS",3
"669","ATL","JONES COUNTY JAIL",6
"670","ATL","JONES COUNTY JAIL TRENTON, NC",2
"671","ATL","JONES COUNTY, GA",3
"672","ATL","JONESBORO MUNICIPAL PROBATION",1
"673","ATL","JONESBORO, GA",293
"674","ATL","JRL GENERAL AREA, NON-SPECIFIC",873
"675","ATL","Jones County Jail Trenton, NC",3
"676","ATL","KENNER, LA",1
"677","ATL","KENNESAW, GA",17
"678","ATL","KENTUCKY DEPARTMENT OF CORRECTIONS",1
"679","ATL","KERSHAW COUNTY DEPT. OF JUVENILE JUSTICE",1
"680","ATL","KERSHAW COUNTY DETENTION CENTER",2
"681","ATL","KERSHAW COUNTY, SC",96
"682","ATL","KERSHAW, SC",11
"683","ATL","KIRKLAND RECEPTION AND EVALUATION CENTER",3
"684","ATL","KIRKLAND STATE PRISON, SC",481
"685","ATL","LA FAYETTE, GA",12
"686","ATL","LA GRANGE COLLEGE, GA",1
"687","ATL","LAF GENERAL AREA, NON-SPECIFIC",3
"688","ATL","LAFAYETTE PROBATION OFFICE",6
"689","ATL","LAGRANGE MUNICIPAL PROBATION",1
"690","ATL","LAGRANGE PROBATION OFFICE",1
"691","ATL","LAKE CITY, GA",5
"692","ATL","LAKE PARK, GA",4
"693","ATL","LAKELAND PROBATION OFFICE",1
"694","ATL","LAKELAND, GA",1
"695","ATL","LAMAR COUNTY, GA",11
"696","ATL","LANCASTER COUNTY, SC",164
"697","ATL","LANCASTER, SC",36
"698","ATL","LANIER COUNTY SHERIFFS, GA",2
"699","ATL","LAR GENERAL AREA, NON-SPECIFIC",4
"700","ATL","LAURENS COUNTY",64
"701","ATL","LAURENS COUNTY - R. EUGENE JOHNSON DETENTION CENTER",1
"702","ATL","LAURENS COUNTY PROBATION & PAROLE OFFICE",1
"703","ATL","LAURENS COUNTY PROBATION & PAROLE OFFICE	",1
"704","ATL","LAURENS COUNTY, GA",24
"705","ATL","LAWRENCEVILLE PAROLE",1
"706","ATL","LAWRENCEVILLE PROBATION OFFICE",103
"707","ATL","LAWRENCEVILLE, GA",236
"708","ATL","LEE CO PROBATION S HORNER BLVD SANFORD",2
"709","ATL","LEE COUNTY FUGITIVE OPERATIONS",43
"710","ATL","LEE COUNTY JAIL",106
"711","ATL","LEE COUNTY JAIL, GA",46
"712","ATL","LEE COUNTY, GA",1
"713","ATL","LENOIR CO PROBATION 301 E KING ST KINSTON",4
"714","ATL","LENOIR COUNTY FUGITIVE OPERATIONS",30
"715","ATL","LENOIR COUNTY JAIL",77
"716","ATL","LENOIR, NC",12
"717","ATL","LEX GENERAL AREA, NON-SPECIFIC",256
"718","ATL","LEXINGTON COUNTY JAIL",4
"719","ATL","LEXINGTON COUNTY PROBATION & PAROLE OFFICE	",1
"720","ATL","LEXINGTON COUNTY, SC",718
"721","ATL","LEXINGTON, GA",3
"722","ATL","LEXINGTON, NC",107
"723","ATL","LEXINTON, SC",9
"724","ATL","LIBERTY COUNTY, GA",43
"725","ATL","LIEBER CORRECTIONAL INSTITUTION",1
"726","ATL","LILBURN, GA",60
"727","ATL","LINCOLN CO PROBATION LINCOLNTON",1
"728","ATL","LINCOLN COUNTY JAIL",44
"729","ATL","LINCOLN COUNTY, GA",3
"730","ATL","LINCOLN COUNTY, NC",18
"731","ATL","LINCOLNTON, GA",2
"732","ATL","LITHONIA, GA",28
"733","ATL","LOCUST GROVE, GA",12
"734","ATL","LOGANVILLE, GA",23
"735","ATL","LONG COUNTY GA",5
"736","ATL","LONG COUNTY, GA",1
"737","ATL","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",1
"738","ATL","LOUISVILLE METRO CORRECTIONS, KY",1
"739","ATL","LOUISVILLE, GA",4
"740","ATL","LOVEJOY, GA",20
"741","ATL","LOWNDES COUNTY JAIL, GA",311
"742","ATL","LOWNDES COUNTY, GA",3
"743","ATL","LRD GENERAL AREA, NON-SPECIFIC",2
"744","ATL","LTV GENERAL AREA, NON-SPECIFIC",1
"745","ATL","LUDOWICI, GA",1
"746","ATL","LUMPKIN COUNTY, GA",13
"747","ATL","LUMPKIN, GA (DAWSON COUNTY)",11
"748","ATL","LUMPKIN, GA (STEWART COUNTY)",11
"749","ATL","LYONS, GA",3
"750","ATL","Lee County, NC",4
"751","ATL","MACDOUGALL CORRECTIONAL INSTITUTION",20
"752","ATL","MACON COUNTY JAIL",50
"753","ATL","MACON COUNTY PROBATION, GA",1
"754","ATL","MACON COUNTY, GA",10
"755","ATL","MACON COUNTY, NC",7
"756","ATL","MACON DRC PROBATION OFFICE",1
"757","ATL","MACON PROBATION OFFICE",2
"758","ATL","MACON, GA",28
"759","ATL","MADISON COUNTY JAIL",10
"760","ATL","MADISON COUNTY JAIL, NC",1
"761","ATL","MADISON COUNTY, GA",18
"762","ATL","MADISON COUNTY, NC",1
"763","ATL","MADISON, GA",4
"764","ATL","MARIETTA MUNICIPAL PROBATION",1
"765","ATL","MARIETTA PAROLE",1
"766","ATL","MARIETTA PROBATION OFFICE",7
"767","ATL","MARIETTA, GA",195
"768","ATL","MARION COUNTY DETENTION CENTER",44
"769","ATL","MARION COUNTY JAIL, GA",12
"770","ATL","MARION COUNTY PROBATION & PAROLE OFFICE",1
"771","ATL","MARION COUNTY, SC",4
"772","ATL","MARLBORO COUNTY, SC",29
"773","ATL","MARLBORO, SC",2
"774","ATL","MARTIN COUNTY FUGITIVE OPERATIONS",2
"775","ATL","MARTIN COUNTY JAIL",4
"776","ATL","MARTIN COUNTY PROBATION WILLIAMSTON NC",1
"777","ATL","MARYLAND CORRECTIONAL INSTITUTION - HAGERSTOWN",1
"778","ATL","MCCORMICK COUNTY PROBATION & PAROLE OFFICE",1
"779","ATL","MCCORMICK COUNTY, SC",9
"780","ATL","MCDONOUGH MUNICIPAL PROBATION",1
"781","ATL","MCDONOUGH PROBATION OFFICE",2
"782","ATL","MCDONOUGH, GA",47
"783","ATL","MCDOWELL COUNTY JAIL",35
"784","ATL","MCDOWELL COUNTY JAIL, NC",1
"785","ATL","MCDOWELL COUNTY, NC",40
"786","ATL","MCDUFFIE COUNTY, GA",8
"787","ATL","MCEVER PROBATION DETENTION, GA",1
"788","ATL","MCINTOSH COUNTY, GA",51
"789","ATL","MCRAE FCI, MCRAE, GEORGIA",21
"790","ATL","MCRAE FED, GA",3313
"791","ATL","MCRAE MUNICIPAL PROBATION",1
"792","ATL","MCRAE, GA",2
"793","ATL","MECKLENBURG CO PROBATION E 4TH ST CLT",10
"794","ATL","MECKLENBURG CO PROBATION EXEC CTR DRIVE",2
"795","ATL","MECKLENBURG COUNTY JAIL",135
"796","ATL","MECKLENBURG COUNTY JAIL 287G",2292
"797","ATL","MECKLENBURG COUNTY, NC",5507
"798","ATL","MERIWETHER COUNTY, GA",7
"799","ATL","MIA GENERAL AREA, NON-SPECIFIC",3
"800","ATL","MIAMI DADE COUNTY PRE TRIAL DETENTION CENTER",3
"801","ATL","MIDDLESEX COUNTY JAIL",1
"802","ATL","MIL GENERAL AREA, NON-SPECIFIC",1
"803","ATL","MILLEDGEVILLE, GA",9
"804","ATL","MILLEN, GA",1
"805","ATL","MILLER COUNTY JAIL, GA",3
"806","ATL","MILTON, GA",2
"807","ATL","MITCHELL COUNTY JAIL",1
"808","ATL","MITCHELL COUNTY JAIL, GA",29
"809","ATL","MITCHELL COUNTY, NC",8
"810","ATL","MOCKSVILLE, NC",13
"811","ATL","MONMOUTH COUNTY JAIL",2
"812","ATL","MONROE COUNTY, GA",17
"813","ATL","MONROE PROBATION OFFICE",1
"814","ATL","MONROE, GA",15
"815","ATL","MONTEZUMA, GA",1
"816","ATL","MONTGOMERY COUNTY JAIL",46
"817","ATL","MONTGOMERY COUNTY JAIL, NC",10
"818","ATL","MONTGOMERY COUNTY, GA",1
"819","ATL","MONTGOMERY COUNTY, NC",17
"820","ATL","MONTICELLO, GA",2
"821","ATL","MOORE CO PROBATION MONROE ST CARTHAGE",1
"822","ATL","MOORE COUNTY JAIL",48
"823","ATL","MOORE COUNTY JAIL, NC",6
"824","ATL","MOORE COUNTY, NC",64
"825","ATL","MORGAN COUNTY, GA",26
"826","ATL","MORGAN, GA (CALHOUN COUNTY)",1
"827","ATL","MORGANTON, NC",36
"828","ATL","MORROW PROBATION OFFICE",15
"829","ATL","MORROW, GA (CLAYTON COUNTY)",48
"830","ATL","MOULTRIE PROBATION OFFICE",2
"831","ATL","MOULTRIE, GA",46
"832","ATL","MOUNT AIRY, NC",29
"833","ATL","MOUNT ZION, GA (CARROLL COUNTY)",1
"834","ATL","MOUNTAINVIEW YOUTH CORRECTIONAL FACILITY",1
"835","ATL","MURRAY COUNTY, GA",40
"836","ATL","MUSCOGEE COUNTY JAIL, GA",218
"837","ATL","MUSCOGEE COUNTY PROBATION, GA",1
"838","ATL","Mecklenburg County Jail 287G",6
"839","ATL","NASH COUN TY JAIL",1
"840","ATL","NASH COUNTY FUGITIVE OPERATIONS",32
"841","ATL","NASH COUNTY JAIL",95
"842","ATL","NASH COUNTY PROBATION NASHVILLE, NC",1
"843","ATL","NASH COUNTY SHERIFF'S OFFICE",1
"844","ATL","NASHVILLE, GA",2
"845","ATL","NC DEPARTMENT OF CORRECTIONS",1749
"846","ATL","NC DEPT OF CORRECTIONS FACILITY",677
"847","ATL","NEVADA DEPARTMENT OF CORRECTIONS",1
"848","ATL","NEW HANOVER CO PROBATION WILMINGTON",24
"849","ATL","NEW HANOVER COUNTY FUGITIVE OPERATIONS",19
"850","ATL","NEW HANOVER COUNTY JAIL",261
"851","ATL","NEW HANOVER COUNTY, NC",9
"852","ATL","NEW ROCK HILL, GA",3
"853","ATL","NEWBERRY COUNTY",61
"854","ATL","NEWBERRY COUNTY PROBATION & PAROLE OFFICE",1
"855","ATL","NEWBERRY COUNTY, SC",1
"856","ATL","NEWBERRY, SC",250
"857","ATL","NEWNAN OFFICE (FEDERAL PROBATION & PAROLE)",1
"858","ATL","NEWTON COUNTY, GA",59
"859","ATL","NON-DETAINED JUVENILE REPROCESS",2
"860","ATL","NORCROSS, GA",408
"861","ATL","NORGEN",8
"862","ATL","NORMAN PARK, GA",6
"863","ATL","NORTH CAROLINA DEPARTMENT OF CORRECTIONS",1
"864","ATL","NORTH-HAMPTON COUNTY JAIL",3
"865","ATL","NORTHEAST OHIO CORRECTIONAL CENTER",1
"866","ATL","NORTHERN STATE PRISON",1
"867","ATL","NYC GENERAL AREA, NON-SPECIFIC",1
"868","ATL","New Hanover County Jail",378
"869","ATL","New Hanover County, NC",13
"870","ATL","New Hanover DOC",1
"871","ATL","North Lake Corr Facility",1
"872","ATL","OAK GENERAL AREA, NON-SPECIFIC",3
"873","ATL","OAKWOOD, GA",4
"874","ATL","OCILLA, GA",56
"875","ATL","OCONEE COUNTY",107
"876","ATL","OCONEE COUNTY, GA",33
"877","ATL","OGELTHORPE, GA",1
"878","ATL","OGLETHORPE COUNTY, GA",11
"879","ATL","OMEGA, GA",3
"880","ATL","ONSLOW COUNTY FUGITIVE OPERATIONS",7
"881","ATL","ONSLOW COUNTY JAIL",43
"882","ATL","ONSLOW COUNTY PROBATION COLLEGE ST JACKSONVILLE",1
"883","ATL","ONSLOW COUNTY, NC",35
"884","ATL","ORANGE CO PROBATION KING ST HILLSBOROUGH",2
"885","ATL","ORANGE COUNTY FUGITIVE OPERATIONS",77
"886","ATL","ORANGE COUNTY JAIL",90
"887","ATL","ORANGEBURG COUNTY DEPT. OF JUVENILE JUSTICE",1
"888","ATL","ORANGEBURG COUNTY, SC",58
"889","ATL","ORANGEBURG, SC",4
"890","ATL","ORANGEBURG-CALHOUN REGIONAL DETENTION CENTER",54
"891","ATL","ORL - CENTRAL FLORIDA RECEPTION CENTER FL DOC",2
"892","ATL","ORL GENERAL AREA, NON-SPECIFIC",1
"893","ATL","ORLEANS CORRECTIONAL FACILITY",2
"894","ATL","OXFORD, GA",3
"895","ATL","Onslow County Jail",46
"896","ATL","Onslow County, NC",10
"897","ATL","Orange County, NC",11
"898","ATL","PAGELAND, SC",14
"899","ATL","PALMETTO, GA",4
"900","ATL","PALMETTO, GA (OGLETHORPE COUNTY)",1
"901","ATL","PAMLICO COUNTY JAIL",20
"902","ATL","PASQUOTANK COUNTY FUGITIVE OPERATIONS",4
"903","ATL","PASQUOTANK COUNTY JAIL",26
"904","ATL","PAULDING COUNTY, GA",45
"905","ATL","PEACH COUNTY JAIL, GA",34
"906","ATL","PEACH COUNTY, GA",1
"907","ATL","PEACHTREE CITY, GA",12
"908","ATL","PENDER CO PROBATION BURGAW",1
"909","ATL","PENDER CO PROBATION BURGAW, NC",1
"910","ATL","PENDER COUNTY FUGITIVE OPERATIONS",11
"911","ATL","PENDER COUNTY JAIL",26
"912","ATL","PENDER COUNTY, NC",14
"913","ATL","PERQUIMANS COUNTY FUGITIVE OPERATIONS",1
"914","ATL","PERQUIMANS COUNTY JAIL",1
"915","ATL","PERRY, GA",2
"916","ATL","PERSON COUNTY FUGITIVE OPERATIONS",5
"917","ATL","PERSON COUNTY JAIL",35
"918","ATL","PHO GENERAL AREA, NON-SPECIFIC",1
"919","ATL","PICKENS COUNTY",84
"920","ATL","PICKENS COUNTY DEPT. OF JUVENILE JUSTICE",2
"921","ATL","PICKENS COUNTY, GA",20
"922","ATL","PIEDMONT REGIONAL JAIL-VA",2
"923","ATL","PIERCE COUNTY, GA",33
"924","ATL","PIKE COUNTY, GA",4
"925","ATL","PIKENS COUNTY, SC",7
"926","ATL","PIMA COUNTY JAIL",1
"927","ATL","PITT CO PROBATION 200 S GREENE ST GREENVILLE",2
"928","ATL","PITT CO PROBATION 206 WASHINGTON ST GREENVILLE",1
"929","ATL","PITT CO PROBATION 214 S PITT ST GREENVILLE",1
"930","ATL","PITT COUNTY FUGITIVE OPERATIONS",64
"931","ATL","PITT COUNTY JAIL",268
"932","ATL","PLATTE COUNTY JAIL, WHEATLAND, WYOMING",1
"933","ATL","POLK COUNTY JAIL",33
"934","ATL","POLK COUNTY, GA",99
"935","ATL","POLK COUNTY, NC",1
"936","ATL","POOLER, GA",3
"937","ATL","POWDER SPRINGS, GA",10
"938","ATL","PULASKI COUNTY JAIL, GA",23
"939","ATL","PULASKI COUNTY, GA",7
"940","ATL","PULASKI, GA",2
"941","ATL","PUTNAM COUNTY, GA",31
"942","ATL","PWA GENERAL AREA, NON-SPECIFIC",1
"943","ATL","Pender County Jail",16
"944","ATL","Pender County Probation Burgaw, NC",7
"945","ATL","Pender DOC",25
"946","ATL","RABUN COUNTY, GA",52
"947","ATL","RAL GENERAL AREA, NON-SPECIFIC",4
"948","ATL","RALEIGH POLICE DEPARTMENT",1
"949","ATL","RANDOLPH COUNTY JAIL",174
"950","ATL","RANDOLPH COUNTY JAIL, NC",8
"951","ATL","RANDOLPH COUNTY, GA",12
"952","ATL","RANDOLPH COUNTY, NC",37
"953","ATL","RDU GENERAL AREA, NON-SPECIFIC",1496
"954","ATL","RDU GENERAL AREA, WAKE 287G",4
"955","ATL","REIDSVILLE, GA",4
"956","ATL","REIDSVILLE, NC",13
"957","ATL","RENTZ, GA",1
"958","ATL","RICHLAND COUNTY - ALLEN S. GLENN DETENTION CENTER",1
"959","ATL","RICHLAND COUNTY ALLEN S. GLENN DETENTION CENTER",16
"960","ATL","RICHLAND COUNTY DEPT. OF JUVENILE JUSTICE",2
"961","ATL","RICHLAND COUNTY PROBATION & PAROLE OFFICE",2
"962","ATL","RICHLAND COUNTY PROBATION & PAROLE OFFICE	",5
"963","ATL","RICHLAND COUNTY, SC",701
"964","ATL","RICHLAND, SC",76
"965","ATL","RICHMOND CITY JAIL-VA",1
"966","ATL","RICHMOND COUNTY JAIL",27
"967","ATL","RICHMOND COUNTY JAIL, NC",2
"968","ATL","RICHMOND COUNTY, NC",16
"969","ATL","RICHMOND HILL, GA",1
"970","ATL","RICMOND COUNTY, GA",126
"971","ATL","RIDGELAND CORRECTIONAL INSTITUTION",81
"972","ATL","RINGGOLD, GA",21
"973","ATL","RIVERDALE MUNICIPAL PROBATION",2
"974","ATL","RIVERDALE, GA",68
"975","ATL","RIVERS BOP FACILITY",473
"976","ATL","ROBESON CO PROBATION 113 E 5TH ST LUMBERTON",1
"977","ATL","ROBESON CO PROBATION 117 W 5TH ST LUMBERTON",1
"978","ATL","ROBESON COUNTY FUGITIVE OPERATIONS",28
"979","ATL","ROBESON COUNTY JAIL",337
"980","ATL","ROBESON COUNTY, NC",9
"981","ATL","ROCHELLE POLICE DEPARTMETN, GA",1
"982","ATL","ROCKDALE COUNTY, GA",164
"983","ATL","ROCKINGHAM COUNTY JAIL",159
"984","ATL","ROCKINGHAM COUNTY JAIL, NC",3
"985","ATL","ROCKINGHAM COUNTY, NC",19
"986","ATL","ROCKINGHAM, NC",17
"987","ATL","ROCKMART, GA",1
"988","ATL","ROME PROBATION OFFICE",1
"989","ATL","ROME, GA",145
"990","ATL","ROSWELL MUNICIPAL PROBATION",4
"991","ATL","ROSWELL, GA",242
"992","ATL","ROWAN CO PROBATION 122 E KERR ST SALISBURY",1
"993","ATL","ROWAN COUNTY JAIL",149
"994","ATL","ROWAN COUNTY, NC",37
"995","ATL","ROYSTON, GA",1
"996","ATL","RUTHERFORD COUNTY JAIL",39
"997","ATL","RUTHERFORD COUNTY, NC",8
"998","ATL","Ridgeland Correctional Institution",2
"999","ATL","Robeson County, NC",1
"1000","ATL","Roswell, NM Sub-Office, NM",3
"1001","ATL","S OF SR-94, E OF PCT, W OF SHOCKEY TT",1
"1002","ATL","S.C.I A.C. WAGNER, NEW JERSEY",1
"1003","ATL","S.C.I GARDEN STATE, NEW JERSEY",2
"1004","ATL","S.C.I MID STATE, NEW JERSEY",1
"1005","ATL","S.C.I NEW JERSEY STATE PRISON",1
"1006","ATL","S.C.I SOUTHWOODS, NEW JERSEY",5
"1007","ATL","SAA GENERAL AREA, NON-SPECIFIC",9
"1008","ATL","SAJ GENERAL AREA, NON-SPECIFIC",1
"1009","ATL","SALUDA COUNTY",5
"1010","ATL","SALUDA COUNTY DETENTION CENTER",2
"1011","ATL","SALUDA COUNTY, SC",15
"1012","ATL","SALUDA, SC",229
"1013","ATL","SAMPSON COUNTY FUGITIVE OPERATIONS",68
"1014","ATL","SAMPSON COUNTY JAIL",209
"1015","ATL","SAMPSON COUNTY PROBATION CLINTON NC",4
"1016","ATL","SANDERSVILLE, GA",3
"1017","ATL","SANDY SPRINGS, GA",50
"1018","ATL","SAV GENERAL AREA, NON-SPECIFIC",783
"1019","ATL","SAVANNAH COUNTY, GA",1
"1020","ATL","SAVANNAH DISTRICT (FEDERAL PROBATION & PAROLE)",1
"1021","ATL","SAVANNAH, GA",74
"1022","ATL","SBD GENERAL AREA, NON-SPECIFIC",1
"1023","ATL","SC DEPT. OF CORRECTIONS ALLENDALE CORRECTIONAL INSTITUTION",6
"1024","ATL","SC DEPT. OF CORRECTIONS MCDOUGALL CORRECTIONAL INSTITUTION",8
"1025","ATL","SC DEPT. OF CORRECTIONS RIDGELAND CORRECTIONAL INSTITUTION",31
"1026","ATL","SC DEPT. OF CORRECTIONS TURBEVILLE CORRECTIONAL INSTITUTION",4
"1027","ATL","SC INTEROPERABILITY LAFO",1
"1028","ATL","SCOTLAND COUNTY JAIL",16
"1029","ATL","SCREVEN, GA",1
"1030","ATL","SEA CAP",3
"1031","ATL","SEATTLE NON-DETAINED DOCKET",1
"1032","ATL","SEMINOLE COUNTY JAIL, GA",47
"1033","ATL","SENOIA, GA",4
"1034","ATL","SHENANDOAH COUNTY JAIL - VA",1
"1035","ATL","SLC GENERAL AREA, NON-SPECIFIC",1
"1036","ATL","SMYRNA MUNICIPAL PROBATION",6
"1037","ATL","SMYRNA, GA (COBB COUNTY)",184
"1038","ATL","SMYRNA, GA (MORGAN COUNTY)",7
"1039","ATL","SNA GENERAL AREA, NON-SPECIFIC",1
"1040","ATL","SNELLVILLE, GA",16
"1041","ATL","SNJ GENERAL AREA, NON-SPECIFIC",1
"1042","ATL","SOPERTON, GA",1
"1043","ATL","SOUTH CAROLINA DEPARTMENT OF CORRECTIONS",223
"1044","ATL","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",14
"1045","ATL","SPALDING COUNTY, GA",47
"1046","ATL","SPARTA, GA",1
"1047","ATL","SPARTA, NC",14
"1048","ATL","SPARTANBURG COUNTY",812
"1049","ATL","SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE",3
"1050","ATL","SPARTANBURG COUNTY DETENTION CENTER",2
"1051","ATL","SPARTANBURG COUNTY PROBATION & PAROLE OFFICE",3
