"","apprehension_landmark","total"
"532","AUGUSTA CORRECTIONAL CENTER-VA",8
"533","AUGUSTA POLICE DEPARTMENT",1
"534","AUGUSTA PROBATION OFFICE",3
"535","AUGUSTA, GA",74
"536","AUGUSTA-RICHMOND COUNTY GA",73
"537","AURORA CITY JAIL",568
"538","AURORA POLICE DEPARTMENT, MISSOURI",2
"539","AURORA, IL POLICE DEPARTMENT",2
"540","AUS GENERAL AREA, NON-SPECIFIC",4637
"541","AUSTELL, GA",64
"542","AUSTIN COUNTY JAIL, SEALY, TX",80
"543","AUSTIN COUNTY PROBATION, BELLVILLE, TX",12
"544","AUSTIN POLICE DEPARTMENT - TX2270100",30
"545","AUSTIN, TX",221
"546","AUSTIN, TX.",5
"547","AUTAUGA COUNTY JAIL, PRATTVILLE, AL",1
"548","AVALON POLICE DEPARTMENT",1
"549","AVENAL POLICE DEPARTMENT",1
"550","AVENAL STATE PRISON",1471
"551","AVERY COUNTY JAIL",34
"552","AVERY COUNTY, NC",22
"553","AVON BY THE SEA PD",3
"554","AVON, COLORADO",7
"555","AVOYELLES CORRECTIONAL CENTER",6
"556","AVOYELLES PARISH JAIL",5
"557","AVRA",1
"558","AXSON, GA",1
"559","AYER DISTRICT COURT",12
"560","AYER POLICE DEPT",3
"561","AZ DEPT. OF CORRECTIONS - SAN LUIS",88
"562","AZ DOC - ALHAMBRA (IRP)",4
"563","AZLE POLICE DEPARTMENT",4
"564","AZUSA POLICE DEPT, AZUSA, CA",22
"565","Adams County",39
"566","Adams County Correctional Center",1248
"567","Adams County Probation",58
"568","Albany ICE Hold Room",29
"569","Aliceville FCI",5
"570","Alpine, CA",1
"571","Anchorage CAP",40
"572","Aransas County Federal Detention Center",17
"573","Aransas County Jail",9
"574","At large arrest Suffolk County",2
"575","Auburn City Police Department",1
"576","B - ADAMS COUNTY JAIL",8
"577","B - COLUMBIA COUNTY GENERAL AREA",6
"578","B - COLUMBIA COUNTY JAIL",52
"579","B - CRAWFORD COUNTY GENERAL AREA",1
"580","B - CRAWFORD COUNTY JAIL",3
"581","B - DANE COUNTY GENERAL AREA",297
"582","B - DANE COUNTY JAIL",525
"583","B - FEDERAL CORRECTIONAL INSTITUTION, OXFORD, WI",154
"584","B - FEDERAL PRISON CAMP, OXFORD, WI",12
"585","B - GRANT COUNTY GENERAL AREA",7
"586","B - GRANT COUNTY JAIL",26
"587","B - GREEN COUNTY GENERAL AREA",6
"588","B - GREEN COUNTY JAIL",31
"589","B - IOWA COUNTY GENERAL AREA",4
"590","B - IOWA COUNTY JAIL",15
"591","B - JEFFERSON COUNTY GENERAL AREA",67
"592","B - JEFFERSON COUNTY JAIL",148
"593","B - JUNEAU COUNTY GENERAL AREA",3
"594","B - JUNEAU COUNTY JAIL",12
"595","B - LA CROSSE COUNTY GENERAL AREA",4
"596","B - LA CROSSE COUNTY JAIL",21
"597","B - LAFAYETTE COUNTY GENERAL AREA",11
"598","B - LAFAYETTE COUNTY JAIL",64
"599","B - MONROE COUNTY GENERAL AREA",15
"600","B - MONROE COUNTY JAIL",66
"601","B - RICHLAND COUNTY GENERAL AREA",6
"602","B - RICHLAND COUNTY JAIL",9
"603","B - ROCK COUNTY GENERAL AREA",105
"604","B - ROCK COUNTY JAIL",136
"605","B - SAUK COUNTY GENERAL AREA",29
"606","B - SAUK COUNTY JAIL",153
"607","B - U.S. MARSHALL - WESTERN DISTRICT OF WISCONSIN",23
"608","B - VERNON COUNTY GENERAL AREA",6
"609","B - VERNON COUNTY JAIL",4
"610","B - WASHBURN COUNTY GENERAL AREA",1
"611","B - WASHBURN COUNTY JAIL",2
"612","B - WI DOC - COLUMBIA CORRECTIONAL INSTITUTION",3
"613","B - WI DOC - NEW LISBON CORRECTIONAL INSTITUTION",10
"614","B - WI DOC - OAKHILL CORRECTIONAL INSTITUTION",3
"615","B - WI DOC - PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION",5
"616","B-35 CHECKPOINT (HIGHWAY 83 NORTH)",1
"617","BACA COUNTY JAIL",4
"618","BACON COUNTY GA",37
"619","BAILEY COUNTY",8
"620","BAILEY COUNTY JAIL",210
"621","BAINBRIDGE, GA",4
"622","BAKER COUNTY JAIL",7
"623","BAKER COUNTY JAIL, GA",1
"624","BAKER COUNTY JAIL, OREGON",1
"625","BAKER COUNTY PROBATION & PAROLE",1
"626","BAKERSFIELD ERO SUB-OFFICE",388
"627","BAKERSFIELD POLICE DEPARTMENT",1
"628","BAKERSFIELD RESIDENCE",68
"629","BALCH SPRINGS POLICE DEPARTMENT",157
"630","BALDWIN COUNTY CORRECTIONAL CENTER, AL",412
"631","BALDWIN COUNTY GA",17
"632","BALDWIN, GA",6
"633","BALLARD COUNTY DETENTION CTR, KY",14
"634","BALLWIN POLICE DEPARTMENT, MISSOURI",7
"635","BALTIMORE CITY CENTRAL BOOKING",56
"636","BALTIMORE CITY Correctional Center",3
"637","BALTIMORE CITY DETENTION CENTER",289
"638","BALTIMORE CITY DISTRICT/CIRCUIT COURT",9
"639","BALTIMORE CITY MD",2887
"640","BALTIMORE CITY POLICE",16
"641","BALTIMORE CITY POLICE DEPARTMENT",19
"642","BALTIMORE COUNTY BUREAU OF CORRECTIONS",291
"643","BALTIMORE COUNTY DISTRICT/CIRCUIT COURT",20
"644","BALTIMORE COUNTY MD",1019
"645","BALTIMORE COUNTY POLICE DEPARTMENT",23
"646","BALTIMORE ISAP OFFICE",40
"647","BAMBERG COUNTY DETENTION CENTER",3
"648","BAMBERG COUNTY, SC",2
"649","BANDERA COUNTY JAIL - TX0100000",48
"650","BANKS COUNTY GA",28
"651","BANKS COUNTY PROBATION",2
"652","BANNOCK COUNTY JAIL ID",67
"653","BANNOCK COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"654","BAR HARBOR POLICE DEPARTMENT",1
"655","BARAGA CORRECTIONAL FACILITY, BARAGA, MI",2
"656","BARBER COUNTY SHERIFFS, MEDICINE LODGE, KANSAS",2
"657","BARE HILL CORRECTIONAL FACILITY",1
"658","BARNEGAT LIGHT POLICE DEPARTMENT",1
"659","BARNEGAT TOWNSHIP POLICE DEPARTMENT",5
"660","BARNES CO CORRECTIONAL FACILITY,VALLEY CITY, ND",5
"661","BARNSTABLE COUNTY HOC",32
"662","BARNSTABLE COUNTY LOCAL POLICE DEPT",9
"663","BARNSTABLE DISTRICT COURT",9
"664","BARNWELL COUNTY JAIL",15
"665","BARNWELL COUNTY PROBATION & PAROLE OFFICE",1
"666","BARNWELL COUNTY, SC",5
"667","BARREN COUNTY CORRECTIONS CTR, KY",121
"668","BARRINGTON POLICE DEPARTMENT",1
"669","BARROW COUNTY GA",94
"670","BARRY COUNTY JAIL, HASTINGS, MI",29
"671","BARRY COUNTY SHERIFFS OFFICE, MISSOURI",28
"672","BARSTOW JAIL (SBSD) BARSTOW, CA",11
"673","BARTHOLOMEW COUNTY SHERIFF'S OFFICE, COLUMBUS, IN",428
"674","BARTHOLOMEW COUNTY SHERIFF'S OFFICE, IN",3
"675","BARTLETT STATE JAIL, BARTLETT, TEXAS",3
"676","BARTON COUNTY SHERIFFS OFFICE, MISSOURI",1
"677","BARTON COUNTY SHERIFFS, GREAT BEND, KANSAS",88
"678","BARTOW COUNTY GA",25
"679","BARTOW COUNTY, GA",405
"680","BASALT, COLORADO",7
"681","BASKERVILLE CORRECTIONAL CENTER - VA",1
"682","BASKERVILLE CORRECTIONAL CENTER-VA",10
"683","BASTROP COUNTY JAIL, BASTROP, TEXAS",1087
"684","BASTROP FEDERAL CORRECTIONAL INST., BASTROP, TEXAS",132
"685","BAT GENERAL AREA, NON-SPECIFIC",3
"686","BATAVIA FUGITIVE OPERATIONS",159
"687","BATAVIA INTEROPERABILITY REGIONAL CENTER NY STATE",1
"688","BATAVIA POLICE DEPARTMENT",5
"689","BATAVIA, ALBION, ELBA FUGOPS",86
"690","BATES COUNTY SHERIFFS OFFICE MISSOURI",11
"691","BATH COUNTY JAIL, KY",2
"692","BATOWN POLICE DEPT, HARRIS COUNTY, TX",11
"693","BATTLE CREEK, MI GENERAL AREA",2
"694","BATTLE CREEK, MICHIGAN",61
"695","BAXTER COUNTY JAIL",16
"696","BAY CITY, MICHIGAN",4
"697","BAY COUNTY JAIL, BAY CITY, MI",8
"698","BAY COUNTY PROBATION AND PAROLE",2
"699","BAYAMON CORRECTIONAL INSTITUTION",103
"700","BAYAMON PROBATION OFFICE",7
"701","BAYAMON REGIONAL JAIL",63
"702","BAYAMON, PR / BOOKING STATION",2
"703","BAYAMON, PR/ DETAINER",7
"704","BAYONNE PD",40
"705","BAYOU LA BATRE PD, AL",12
"706","BAYOU VISTA POLICE DEPT, SANTA FE, GALVESTON CO",2
"707","BAYOU VISTA POLICE DEPT, SANTA FE, GALVESTON COUNTY, TX",1
"708","BAYSIDE STATE PRISON",1
"709","BAYTOWN POLICE DEPT, HARRIS CO, TX",6
"710","BAYTOWN POLICE DEPT, HARRIS COUNTY, TX",31
"711","BAYTOWN, TEXAS",52
"712","BAYVILLE POLICE DEPARTMENT",3
"713","BBM GENERAL AREA, NON-SPECIFIC",1
"714","BDC GENERAL AREA, NON-SPECIFIC",6
"715","BEA GENERAL AREA, NON-SPECIFIC",77
"716","BEACHWOOD POLICE DEPARTMENT",2
"717","BEADLE CO REGIONAL CORR. CENT., HURON, SD",225
"718","BEADLE CO REGIONAL CORRECTIONS CENTER, HURON, SD",1
"719","BEAR LAKE COUNTY JAIL ID",1
"720","BEAUFORT COUNTY DEPT. OF JUVENILE JUSTICE",7
"721","BEAUFORT COUNTY DETENTION CENTER",1385
"722","BEAUFORT COUNTY FUGITIVE OPERATIONS",16
"723","BEAUFORT COUNTY JAIL",36
"724","BEAUFORT COUNTY, SC",119
"725","BEAUMONT COUNTY JAIL, BEAUMONT, TX",19
"726","BEAUMONT POLICE DEPT, JEFFERSON CO, TX",6
"727","BEAUMONT POLICE DEPT, JEFFERSON COUNTY, TX",27
"728","BEAUMONT, TEXAS",71
"729","BEAUREGARD PARISH JAIL",6
"730","BEAVER COUNTY",1
"731","BEAVER COUNTY JAIL",57
"732","BEAVER COUNTY JAIL, UT",23
"733","BEAVERHEAD COUNTY JAIL MT",4
"734","BECKER COUNTY JAIL, MN",10
"735","BECKHAM COUNTY JAIL",44
"736","BEDFORD COUNTY JAIL, TN",226
"737","BEDFORD COUNTY PRISON",11
"738","BEDFORD POLICE DEPARTMENT",55
"739","BEDMINSTER TWP PD",2
"740","BEE COUNTY JAIL, BEEVILLE, TX",43
"741","BEE COUNTY, BEEVILLE, TX",61
"742","BELKNAP COUNTY DOC",12
"743","BELKNAP COUNTY NH",39
"744","BELL COUNTY COMMUNITY SUPERVISION & CORRECTIONS DEPARTMENT, BELTON, TEXAS",5
"745","BELL COUNTY COMMUNITY SUPERVISION & CORRECTIONS DEPARTMENT, KILLEEN, TEXAS",6
"746","BELL COUNTY COMMUNITY SUPERVISION & CORRECTIONS DEPARTMENT, TEMPLE, TEXAS",1
"747","BELL COUNTY DETENTION CTR, KY",11
"748","BELL COUNTY JAIL, BELTON, TEXAS",705
"749","BELL COUNTY, BELTON,TX",241
"750","BELL FOURCHE, SOUTH DAKOTA",2
"751","BELL POLICE DEPT, BELL, CA",52
"752","BELLAIRE POLICE DEPT, HARRIS COUNTY, TX",10
"753","BELLAIRE POLICE POLICE DEPT, HARRIS CO, TX",6
"754","BELLAIRE, TEXAS",13
"755","BELLAMY CREEK CORRECTIONAL FACILITY, IONIA, MI",23
"756","BELLEVILLE PD",20
"757","BELLEVILLE POLICE DEPARTMENT",1
"758","BELLFOUNTAIN POLICE DEPARTMENT, MISSOURI",2
"759","BELLGARDENS POLICE DEPT, BELL GARDENS, CA",12
"760","BELLMAWR POLICE DEPARTMENT",5
"761","BELLVILLE, ILLINOIS POLICE DEPARTMENT",3
"762","BELMAR PD",9
"763","BELMONT COUNTY JAIL",11
"764","BELMONT POLICE DEPARTMENT",1
"765","BELTON MISSOURI POLICE DEPARTMENT",68
"766","BELTON, TEXAS",103
"767","BELTRAMI COUNTY JAIL, MN",4
"768","BELVIDERE PD",6
"769","BEN HILL COUNTY GA",22
"770","BEN HILL COUNTY JAIL, GA",28
"771","BENBROOK POLICE DEPARTMENT",20
"772","BENEWAH CO. JAIL",1
"773","BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION",536
"774","BENON COUNTY PROBATION-BENTONVILLE OFFICE",2
"775","BENSALEM POLICE DEPARTMENT",5
"776","BENT COUNTY JAIL",4
"777","BENT COUNTY, COLORADO",1
"778","BENTON CO. JAIL",925
"779","BENTON COUNTY 287G JAIL ENFORCEMENT OFFICER",78
"780","BENTON COUNTY JAIL",655
"781","BENTON COUNTY JAIL, IA",18
"782","BENTON COUNTY JAIL, MN",28
"783","BENTON COUNTY PROBATION AND PAROLE",18
"784","BENTON COUNTY SHERIFF'S OFFICE, INDIANA",1
"785","BENTON COUNTY SHERIFFS OFFICE MISSOURI",3
"786","BENTON HARBOR, MICHIGAN",31
"787","BENZIE COUNTY JAIL, BEULAH, MI",6
"788","BERGEN COUNTY JAIL",1079
"789","BERGEN COUNTY PD",43
"790","BERGEN COUNTY PROSECUTOR REFERRAL",1
"791","BERGENFIELD PD",18
"792","BERGIN CORRECTIONAL INSTITUTION, STORRS, CT",3
"793","BERKELEY CITY JAIL",1
"794","BERKELEY COUNTY DEPT. OF JUVENILE JUSTICE",3
"795","BERKELEY COUNTY DETENTION CENTER",563
"796","BERKELEY COUNTY PROBATION & PAROLE OFFICE",1
"797","BERKELEY COUNTY PROBATION & PAROLE OFFICE	",4
"798","BERKELEY COUNTY, SC",301
"799","BERKELEY POLICE DEPARTMENT",3
"800","BERKELEY POLICE DEPARTMENT, MISSOURI",5
"801","BERKELEY TOWNSHIP POLICE DEPARTMENT",6
"802","BERKLEY HEIGHTS PD",2
"803","BERKS COUNTY FAMILY SHELTER",22
"804","BERKS COUNTY JUVENILE DETENTION CENTER",1
"805","BERKS COUNTY PRISON",362
"806","BERKS COUNTY PROBATION",45
"807","BERKSHIRE COUNTY HOUSE OF CORRECTIONS, PITTSFIELD, MA",15
"808","BERLIN BOROUGH POLICE DEPARTMENT",6
"809","BERLIN TOWNSHIP POLICE DEPARTMENT",12
"810","BERLIN, CT POLICE DEPARTMENT",1
"811","BERNALILLO COUNTY JUVENILE DETENTION CENTER   ABQ",16
"812","BERNALILLO COUNTY SHERIFFS OFFICE",4
"813","BERNARDS TWP PD",4
"814","BERNARDSVILLE PD",16
"815","BERRIEN COUNTY DISTRICT COURT PROBATION",3
"816","BERRIEN COUNTY JAIL",2
"817","BERRIEN COUNTY JAIL, ST. JOSEPH, MI",218
"818","BERRIEN COUNTY PROBATION/PAROLE OFFICE",1
"819","BERRIEN COUNTY, GA",18
"820","BERTIE COUNTY JAIL",16
"821","BERWICK POLICE DEPARTMENT",1
"822","BEST - HUMAN SMUGGLING GRP (OI)",4
"823","BETHANY CHRISTIAN SERVICES GRAND RAPIDS, MI",4
"824","BETHANY, CT",1
"825","BETHEL, CT",2
"826","BETHLEHEM POLICE DEPARTMENT",5
"827","BETHLEHEM POLICE DEPARTMENT - BETHLEHEM, PA",6
"828","BEVERLY HILLS POLICE DEPT, BEVERLY HILLS, CA",10
"829","BEVERLY POLICE DEPARTMENT",4
"830","BEXAR COUNTY",31
"831","BEXAR COUNTY JAIL - TX0150000",5861
"832","BGC GENERAL AREA, NON-SPECIFIC",1
"833","BHM GENERAL AREA, NON-SPECIFIC",3362
"834","BIBB COUNTY STATE COURT PROBATION",1
"835","BIBB COUNTY, GA",58
"836","BIDDEFORD POLICE DEPARTMENT",4
"837","BIENVILLE PARISH JAIL",2
"838","BIG BEAR JAIL (SBSD) BIG BEAR, CA",6
"839","BIG FIELDS",1
"840","BIG HORN COUNTY JAIL, BASIN, WYOMING",12
"841","BIG HORN COUNTY, WYOMING",3
"842","BIG MUDDY CORRECTIONAL, ILLINOIS DOC",12
"843","BIG MUDDY RIVER CORRECTIONAL CENTER, IL",4
"844","BIG SANDY REGIONAL PAINTSVILLE, KY",3
"845","BIG SKY AREA",1
"846","BIG SPRING FCI",437
"847","BIGHORN COUNTY JAIL MT",8
"848","BIL GENERAL AREA, NON-SPECIFIC",63
"849","BILL LOGUE JUVENILE DETENTION CENTER, WACO, TEXAS",3
"850","BILLINGS STATE PAROLE AND PROBATION",1
"851","BINGHAM COUNTY JAIL ID",2
"852","BINGHAM COUNTY JAIL IDAHO",87
"853","BINGHAM COUNTY MISDEMEANOR PROBATION OFFICE ID",5
"854","BINGHAMTON POLICE DEPARTMENT",3
"855","BINGHAMTON, ITHACA FUGOPS",59
"856","BKF GENERAL AREA, NON-SPECIFIC",1
"857","BKI GENERAL AREA, NON-SPECIFIC",3617
"858","BLA GENERAL AREA, NON-SPECIFIC",3
"859","BLACKFORD COUNTY SHERIFF'S OFFICE, INDIANA",8
"860","BLACKHAWK COUNTY JAIL, IA",197
"861","BLADEN COUNTY FUGITIVE OPERATIONS",4
"862","BLADEN COUNTY JAIL",38
"863","BLADEN COUNTY, NC",23
"864","BLAINE COUNTY JAIL",12
"865","BLAINE COUNTY JAIL ID",164
"866","BLAINE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"867","BLAIR COUNTY PRISON",20
"868","BLAIRSTOWN PD",1
"869","BLAIRSVILLE PROBATION OFFICE",5
"870","BLAIRSVILLE, GA",2
"871","BLANCO COUNTY",2
"872","BLANCO COUNTY JAIL - TX0160000",59
"873","BLAND CORRECTIONAL CENTER-VA",14
"874","BLECKLEY COUNTY, GA",9
"875","BLEDSOE COUNTY JAIL, TN",34
"876","BLG GENERAL AREA, NON-SPECIFIC",81
"877","BLH GENERAL AREA, NON-SPECIFIC",1
"878","BLOOMFIELD HILLS, MICHIGAN",29
"879","BLOOMFIELD PD",33
"880","BLOOMFIELD, CT",5
"881","BLOOMINGDALE PD",2
"882","BLOOMINGTON POLICE DEPARTMENT, MN",55
"883","BLOOMSBURG POLICE DEPARTMENT - BLOOMSBURG, PA",18
"884","BLOUNT COUNTY JAIL, TN",312
"885","BLUE EARTH COUNTY JAIL, MN",57
"886","BLUE LAKE POLICE DEPARTMENT",1
"887","BLUE RIDGE PROBATION OFFICE",1
"888","BLUE RIDGE REGIONAL JAIL-VA",6
"889","BLUE RIDGE, GA",6
"890","BLYTHE BORDER PATROL REPROCESSED CASE",5
"891","BLYTHE JAIL (RCSD) BLYTHE, CA",5
"892","BNS GENERAL AREA, NON-SPECIFIC",6
"893","BOGART, GA",11
"894","BOGOTA PD",2
"895","BOI GENERAL AREA, NON-SPECIFIC",840
"896","BOISE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"897","BOISE ICE OFFICE",443
"898","BOLIVAR COUNTY, MS",8
"899","BOND COUNTY SHERIFF'S OFFICE, IL",3
"900","BONNER COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"901","BONNERS FERRY CO. JAIL",6
"902","BONNEVILLE COUNTY JAIL ID",353
"903","BONNEVILLE COUNTY MISDEMEANOR PROBATION OFFICE ID",5
"904","BOONE COUNTY IOWA",1
"905","BOONE COUNTY JAIL",15
"906","BOONE COUNTY JAIL, KY",201
"907","BOONE COUNTY SHERIFF'S OFFICE, IL",24
"908","BOONE COUNTY SHERIFF'S OFFICE, INDIANA",184
"909","BOONE COUNTY SHERIFFS OFFICE MISSOURI",138
"910","BOONE, NC",17
"911","BOONTON PD",13
"912","BOONTON TWP PD",3
"913","BOONVILLE CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",6
"914","BOP - FCI",109
"915","BOP ARANSAS CO-CCM FEDERAL RELEASE SITE, ROCKPORT, TX",142
"916","BOP ARANSAS CO-COM FEDERAL RELEASE SITE, ROCKPORT, TX",157
"917","BOP BROOKLYN",192
"918","BOP CCM FEDERAL RELEASE SITE-LIVINGSTON, POLK COUNTY, TX",1
"919","BOP FED MED CENTER LEXINGTON, KY",146
"920","BOP FEDERAL CORRECTIONAL INSTITUTION MIAMI",171
"921","BOP FEDERAL DETENTION CENTER MIAMI",370
"922","BOP FEDERAL DETENTION CENTER, HOUSTON, TX",11829
"923","BOP FLORENCE, CO",1
"924","BOP GILES W DALBY",7721
"925","BOP MANHATTAN",43
"926","BOP-FCI THREE RIVERS, LIVE OAK COUNTY, TX",58
"927","BOP-FEDERAL DETENTION CENTER(FDC), HARRIS COUNTY, HOUSTON, TX",7
"928","BOP-FEDRAL DETENTION CENTER(FDC) HOUSTON, HARRIS CO, TX",1705
"929","BOPFCI WINTON, NC",1421
"930","BORDEN COUNTY",1
"931","BORDENTOWN CITY POLICE DEPARTMENT",2
"932","BORDENTOWN TOWNSHIP POLICE DEPARTMENT",10
"933","BORDER PATROL, HOULTON",1
"934","BOS GENERAL AREA, NON-SPECIFIC",35
"935","BOS LOGAN INTERNATIONAL AIRPORT",1
"936","BOSQUE COUNTY JAIL, MERIDIAN, TEXAS",60
"937","BOSSIER MEDIUM FACILITY",8
"938","BOSSIER PARISH JAIL",193
"939","BOSSIER PARISH JAIL, BOSSIER CITY, LA",57
"940","BOSTON APPEALS COURT , CENTER PLAZA,",3
"941","BOSTON DISTRICT COURT BRIGHTON",11
"942","BOSTON DISTRICT COURT DOWNTOWN BOSTON",23
"943","BOSTON DISTRICT COURT EAST BOSTON",55
"944","BOSTON DISTRICT COURT ROXBURY",18
"945","BOSTON DISTRICT COURT SOUTH BOSTON",13
"946","BOSTON DISTRICT COURT WEST ROXBURY",6
"947","BOSTON ICE OFFICE - JFK FEDERAL BLDG, BOSTON",279
"948","BOSTON LOGAN AIRPORT",12
"949","BOSTON MUNICIPAL COURT",35
"950","BOSTON PD BACKBAY, SOUTH END, FENWAY, BRIGHTON",29
"951","BOSTON PD DORCHESTER, SOUTH BOSTON",46
"952","BOSTON PD DOWNTONW,CHINATOWN,CHARLESTOWN, E.BOS",5
"953","BOSTON PD DOWNTOWN,CHINA TOWN, CHARLESTOWN,E.BOS.",83
"954","BOSTON PD N.DORCHESTER,MATTAPAN,ROXBURY, MISSION HILL",65
"955","BOSTON PD N.DORCHESTER,MATTAPAN,ROXBURY,MISSION HILL",6
"956","BOSTON PD WEST ROXBURY, ROSLINDALE, HYDE PARK, JP",34
"957","BOSTON POLICE SECURE COMMUNITIES",215
"958","BOSTON SUPERIOR COURT DOWNTOWN",11
"959","BOTETOURT CORRECTIONAL CENTER-VA",3
"960","BOTETOURT COUNTY JAIL  - VA",1
"961","BOTETOURT COUNTY JAIL-VA",53
"962","BOTHELL CITY JAIL",2
"963","BOULDER CITY NEVADA JAIL",5
"964","BOULDER COUNTY",208
"965","BOULDER COUNTY JAIL",331
"966","BOULDER COUNTY PROBATION OFFICE",7
"967","BOUND BROOK PD",36
"968","BOURBON COUNTY JAIL, KY",225
"969","BOURBON COUNTY SHERIFFS OFFICE, KANSAS",6
"970","BOWDON,GA",4
"971","BOWIE COUNTY CRIM AT LARGE",6
"972","BOWIE COUNTY GENERAL AREA",1
"973","BOWIE COUNTY JAIL",3
"974","BOWIE COUNTY JAIL ANNEX (BISTATE JAIL)",48
"975","BOWIE COUNTY NON CRIM",1
"976","BOWIE COUNTY PROBATION",19
"977","BOWIE COUNTY SHERIFF'S OFFICE",1
"978","BOWIE COUNTY SHERIFFS  OFFICE",44
"979","BOWIE COUNTY SHERIFFS OFFICE",2
"980","BOWLING GREEN CAP STREET ARREST",43
"981","BOX BUTTE COUNTY JAIL, NE",6
"982","BOX ELDER COUNTY JAIL - UT",81
"983","BOYD COUNTY DETENTION CTR, KY",9
"984","BOYLE COUNTY DETENTION CTR, KY",122
"985","BOZEMAN AREA",9
"986","BOZEMAN, MT PROBATION&PAROLE",1
"987","BOZRAH, CT",2
"988","BRACKEN COUNTY JAIL, KY",3
"989","BRADFORD COUNTY CORRECTIONAL FACILITY",24
"990","BRADFORD COUNTY JAIL",1
"991","BRADFORD COUNTY PROBATION",6
"992","BRADLEY BEACH PD",13
"993","BRADLEY COUNTY",1
"994","BRADLEY COUNTY JAIL",3
"995","BRADLEY COUNTY JAIL, TN",219
"996","BRADSHAW STATE JAIL",1
"997","BRANCH COUNTY DISTRICT COURT PROBATION",1
"998","BRANCH COUNTY JAIL, COLDWATER, MI",62
"999","BRANCHBURG TWP PD",3
"1000","BRANFORD, CT",1
"1001","BRANSON POLICE DEPARTMENT, MISSOURI",15
"1002","BRANTLEY COUNTY GA",12
"1003","BRASELTON, GA",3
"1004","BRAZORIA  POLICE DEPT,BRAZORIA, TX",7
"1005","BRAZORIA CO JAIL, ANGLETON, TX",161
"1006","BRAZORIA CO PROBATION, ANGLETON, TX",1
"1007","BRAZORIA COUNTY JAIL,  ANGLETON, TX",222
"1008","BRAZORIA COUNTY JAIL, ANGLETON, TX",209
"1009","BRAZORIA COUNTY PROBATION, ANGLETON, TX",37
"1010","BRAZORIA POLICE DEPT, BRAZORIA COUNTY, TX",7
"1011","BRAZORIA POLICE DEPT, BRAZORIA, TX",3
"1012","BRAZOS CO JAIL, BRYAN, TX",226
"1013","BRAZOS COUNTY JAIL, BRYAN, TX",810
"1014","BRAZOS COUNTY PROBATION, BRYAN, TX",21
"1015","BREA, CA",3
"1016","BRECKENRIDGE HILLS POLICE DEPARTMENT, MISSOURI",2
"1017","BRECKINRIDGE CO DETENTION CENTER, KY",13
"1018","BREMEN, GA",4
"1019","BREMER COUNTY JAIL, IA",58
"1020","BREMERTON CITY JAIL",1
"1021","BRENHAM, TEXAS",9
"1022","BRENTWOOD POLICE DEPARTMENT, MISSOURI",4
"1023","BREWSTER COUNTY JAIL",95
"1024","BRI GENERAL AREA, NON-SPECIFIC",304
"1025","BRICK TOWNSHIP POLICE DEPARTMENT",26
"1026","BRIDGEPORT CORRECTIONAL CENTER, BRIDGEPORT, CT",375
"1027","BRIDGEPORT JUDICIAL MARSHAL'S LOCKUP",2
"1028","BRIDGEPORT POLICE DEPARTMENT",3
"1029","BRIDGEPORT, CT",139
"1030","BRIDGEPORT, CT POLICE DEPARTMENT",18
"1031","BRIDGETON POLICE DEPARTMENT",252
"1032","BRIDGETON POLICE DEPARTMENT, MISSOURI",41
"1033","BRIDGEWATER STATE HOSPITAL",21
"1034","BRIDGEWATER TWP PD",15
"1035","BRIELLE PD",8
"1036","BRIGANTINE POLICE DEPARTMENT",6
"1037","BRIGHTON DISTRICT COURT",16
"1038","BRIGHTON POLICE DEPT",1
"1039","BRISCOE RANCH-CHUPADERA",2
"1040","BRISTOL CITY JAIL-VA",15
"1041","BRISTOL COUNTY HOC",128
"1042","BRISTOL COUNTY LOCAL POLICE DEPT",13
"1043","BRISTOL SUPERIOR COURT",2
"1044","BRISTOL, CT",16
"1045","BRISTOL, CT POLICE DEPARTMENT",3
"1046","BRK AOR FUGITIVE OPERATIONS",390
"1047","BRK GENERAL AREA, NON-SPECIFIC",372
"1048","BRO GENERAL AREA, NON-SPECIFIC",82
"1049","BROADWATER COUNTY JAIL MT",1
"1050","BROCKTON",1
"1051","BROCKTON DISTRICT COURT",49
"1052","BROCKTON POLICE DEPT",26
"1053","BRONSON, MICHIGAN",1
"1054","BRONX CENTRAL BOOKING",24
"1055","BROOKFIELD, CT",5
"1056","BROOKFIELD, CT POLICE DEPARTMENT",2
"1057","BROOKINGS CO JAIL, BROOKINGS, SD",105
"1058","BROOKLINE DISTRICT COURT",16
"1059","BROOKLINE POLICE DEPT",2
"1060","BROOKLYN ADMINISTRATIVE MDC (BOP)",1
"1061","BROOKLYN CENTER PD, MN",1
"1062","BROOKLYN CENTRAL BOOKING",162
"1063","BROOKLYN CORRECTIONAL INSTITUTION, BROOKLYN, CT",24
"1064","BROOKLYN CRIMINAL COURT",3
"1065","BROOKLYN PARK PD, MN",1
"1066","BROOKLYN, CT",2
